Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,BATESLAND,57716,5,2,2,0,0,0,1,"$1,844.00",$0.00,"$1,047.00",$797.00,1,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,BUFFALO GAP,57722,1,1,0,1,0,0,1,"$1,521.00",$0.00,$640.00,$881.00,1,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,EAGLE NEST,57577,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,HERMOSA,57744,3,3,2,1,0,0,1,$640.00,$0.00,$640.00,$0.00,1,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,KYLE,57752,35,34,29,5,0,0,11,"$13,850.00",$0.00,"$4,256.00","$9,594.00",11,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,MANDERSON,57756,47,45,44,1,0,0,4,"$4,200.00",$0.00,"$2,251.00","$1,949.00",4,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,MARTIN,57551,6,6,6,0,0,0,1,"$1,305.00",$0.00,$0.00,"$1,305.00",1,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,NORRIS,57560,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,OGLALA,57764,27,25,23,2,0,0,8,"$9,377.00",$0.00,"$7,151.00","$2,226.00",8,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,OGLALA,57770,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,PASS CREEK,57714,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,PINE RIDGE,57770,53,48,42,5,1,0,7,"$3,648.00",$0.00,"$1,820.00","$1,828.00",7,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,PORCUPINE,57772,46,38,36,2,0,0,14,"$16,418.00",$0.00,"$2,777.00","$13,641.00",14,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,RED SHIRT,57744,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,RED SHIRT,57770,1,1,0,1,0,0,1,$881.00,$0.00,$540.00,$341.00,1,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,WANBLEE,57577,25,22,21,1,0,0,6,"$8,411.00",$0.00,$540.00,"$7,871.00",6,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,WOUNDED KNEE,57716,4,4,3,1,0,0,2,"$1,486.00",$0.00,$0.00,"$1,486.00",2,0,0,0
4237,SD,Oglala Sioux Tribe of the Pine Ridge Reservation,WOUNDED KNEE,57794,22,21,20,1,0,0,3,"$1,898.00",$0.00,"$1,090.00",$808.00,3,0,0,0
4235,MP,Saipan (Municipality),ACHUAGAO VILLAGE,96950,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ACHUGAO,96950,6,5,1,2,2,0,3,"$15,040.00",$0.00,"$5,612.00","$9,428.00",3,0,0,0
4235,MP,Saipan (Municipality),ACHUGAO PART OF SAN ROQUE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ACHUGAO VILLAGE,96950,5,5,4,1,0,0,1,"$2,032.00",$0.00,"$1,742.00",$290.00,1,0,0,0
4235,MP,Saipan (Municipality),ACHUGAO VILLIAGE SAIPAN,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ACHUGAO VLG,96950,2,2,0,2,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ACHUGAO VLG SAIPAN,96950,1,1,0,1,0,0,1,"$2,032.00",$0.00,"$1,742.00",$290.00,1,0,0,0
4235,MP,Saipan (Municipality),ACUGAO VILLAGE,96950,1,1,0,0,1,0,1,"$3,965.00",$0.00,"$2,128.00","$1,837.00",1,0,0,0
4235,MP,Saipan (Municipality),AFENTA,96950,1,1,0,1,0,0,1,$889.00,$0.00,$0.00,$889.00,1,0,0,0
4235,MP,Saipan (Municipality),AFETNA,96950,3,3,1,1,1,0,3,"$11,853.00",$0.00,"$5,228.00","$6,625.00",3,0,0,0
4235,MP,Saipan (Municipality),AFETNAS,96950,3,3,3,0,0,0,1,$712.00,$0.00,$0.00,$712.00,1,0,0,0
4235,MP,Saipan (Municipality),AFLITO VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),AIRPORT,96950,1,1,1,0,0,0,1,"$7,357.00",$0.00,"$1,742.00","$5,615.00",1,0,0,0
4235,MP,Saipan (Municipality),AIRPORT RD,96950,1,1,0,1,0,0,1,"$3,435.00",$0.00,"$1,742.00","$1,693.00",1,0,0,0
4235,MP,Saipan (Municipality),ALUS VILLAGE,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),AN VICENPE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ASALITO,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ASDERDIVO VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ASGONNA,96950,2,2,0,1,1,0,1,"$9,631.00",$0.00,"$3,100.00","$6,531.00",1,0,0,0
4235,MP,Saipan (Municipality),ASGONNO TOP OF HILL,96950,1,1,0,1,0,0,1,"$1,742.00",$0.00,"$1,742.00",$0.00,1,0,0,0
4235,MP,Saipan (Municipality),AS GONNO VILLAGE,96950,1,1,0,1,0,0,1,"$1,212.00",$0.00,$0.00,"$1,212.00",1,0,0,0
4235,MP,Saipan (Municipality),AS GONO,96950,1,1,1,0,0,0,1,$340.00,$0.00,$0.00,$340.00,1,0,0,0
4235,MP,Saipan (Municipality),ASLIPO,96950,1,1,1,0,0,0,1,$290.00,$0.00,$0.00,$290.00,1,0,0,0
4235,MP,Saipan (Municipality),AS LITO,96950,43,43,28,10,5,0,23,"$44,531.00",$0.00,"$17,232.00","$27,299.00",23,0,0,0
4235,MP,Saipan (Municipality),ASLITO,96950,25,25,18,7,0,0,12,"$19,690.00",$0.00,"$7,354.00","$12,336.00",12,0,0,0
4235,MP,Saipan (Municipality),AS LITO DRIVE VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),AS LITO VILLAGE,96950,16,15,12,3,0,0,10,"$26,156.00",$0.00,"$8,076.00","$18,080.00",9,1,0,0
4235,MP,Saipan (Municipality),ASLITO VILLAGE,96950,7,6,4,1,1,0,3,"$6,384.00",$0.00,"$2,128.00","$4,256.00",3,0,0,0
4235,MP,Saipan (Municipality),AS LITO VILLAGE SAIPAN,96950,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ASLITO VILLIAGE,96950,1,1,0,1,0,0,1,$290.00,$0.00,$0.00,$290.00,1,0,0,0
4235,MP,Saipan (Municipality),ASLITO VLG,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),AS MAHETOG,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),ASMAHETOG,96950,1,1,1,0,0,0,1,"$1,689.00",$0.00,$0.00,"$1,689.00",1,0,0,0
4235,MP,Saipan (Municipality),ASMAHETOK VILLAGE,96950,1,1,0,1,0,0,1,"$1,742.00",$0.00,"$1,742.00",$0.00,1,0,0,0
4235,MP,Saipan (Municipality),AS MASTUIS VLG,96950,1,1,0,0,1,0,1,"$7,926.00",$0.00,"$2,128.00","$5,798.00",1,0,0,0
4235,MP,Saipan (Municipality),AS MATIUS,96950,1,1,0,0,1,0,1,"$7,046.00",$0.00,"$2,128.00","$4,918.00",1,0,0,0
4235,MP,Saipan (Municipality),ASMATIUS,96950,4,4,2,2,0,0,4,"$3,332.00",$0.00,"$1,742.00","$1,590.00",4,0,0,0
4235,MP,Saipan (Municipality),AS MATIUS VILLAGE,96950,2,2,1,0,1,0,1,"$1,742.00",$0.00,"$1,742.00",$0.00,1,0,0,0
4235,MP,Saipan (Municipality),AS MATUIS,96950,6,6,3,1,2,0,4,"$11,040.00",$0.00,"$3,484.00","$7,556.00",4,0,0,0
4235,MP,Saipan (Municipality),ASMATUIS,96950,1,1,0,1,0,0,1,"$3,680.00",$0.00,"$3,100.00",$580.00,1,0,0,0
4235,MP,Saipan (Municipality),ASMATUIS SAIPAN,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),AS MATUIS VILLAGE,96950,4,4,3,0,1,0,2,"$8,330.00",$0.00,"$1,742.00","$6,588.00",2,0,0,0
4235,MP,Saipan (Municipality),AS MATUIS VLG,96950,2,2,0,2,0,0,2,"$4,702.00",$0.00,"$3,870.00",$832.00,2,0,0,0
4235,MP,Saipan (Municipality),ASMATUIS VLG,96950,1,1,0,1,0,0,1,"$3,100.00",$0.00,"$3,100.00",$0.00,1,0,0,0
4235,MP,Saipan (Municipality),AS PERDIDO,96950,6,5,4,1,0,0,1,$422.00,$0.00,$0.00,$422.00,1,0,0,0
4235,MP,Saipan (Municipality),ASPERDIDO,96950,6,5,4,0,1,0,3,"$13,373.00",$0.00,"$4,256.00","$9,117.00",3,0,0,0
4235,MP,Saipan (Municipality),AS PERDIDO VILLAGE,96950,2,1,1,0,0,0,1,$725.00,$0.00,$0.00,$725.00,1,0,0,0
4235,MP,Saipan (Municipality),ASPERVIDO,96950,1,1,0,0,1,0,1,"$2,164.00",$0.00,"$1,742.00",$422.00,1,0,0,0
4235,MP,Saipan (Municipality),AS TEO,96950,5,5,1,4,0,0,3,"$2,812.00",$0.00,"$1,742.00","$1,070.00",3,0,0,0
4235,MP,Saipan (Municipality),ASTEO,96950,2,2,1,1,0,0,1,"$2,128.00",$0.00,"$2,128.00",$0.00,1,0,0,0
4235,MP,Saipan (Municipality),AS TEO VILLAGE,96950,1,1,0,1,0,0,1,"$2,967.00",$0.00,$0.00,"$2,967.00",1,0,0,0
4235,MP,Saipan (Municipality),AS TERLAGE,96950,1,1,0,0,1,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),AS TERLAJE,96950,8,8,1,7,0,0,4,"$12,502.00",$0.00,"$6,584.00","$5,918.00",4,0,0,0
4235,MP,Saipan (Municipality),ASTERLAJE,96950,1,1,0,1,0,0,1,$713.00,$0.00,$0.00,$713.00,1,0,0,0
4235,MP,Saipan (Municipality),AS TERLAJE HILL,96950,1,1,1,0,0,0,1,$126.00,$0.00,$0.00,$126.00,1,0,0,0
4235,MP,Saipan (Municipality),AS TERLAJE VILLAGE,96950,4,4,0,2,2,0,3,"$11,166.00",$0.00,"$7,754.00","$3,412.00",3,0,0,0
4235,MP,Saipan (Municipality),AUCHUGAUO VILLIAGE,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),BARAPAN,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),BEACH RD AREA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),BEACH ROAD,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),BEACH ROAD GARAPAN,96950,1,1,0,1,0,0,1,"$5,038.00",$0.00,"$1,742.00","$3,296.00",1,0,0,0
4235,MP,Saipan (Municipality),CALABAN,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CALAN KANOA,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CAPITAL HILL,96950,26,25,13,11,1,0,12,"$31,718.00",$0.00,"$15,094.00","$16,624.00",12,0,0,0
4235,MP,Saipan (Municipality),CAPITAL HILLS VLG,96950,1,1,0,1,0,0,1,"$2,128.00",$0.00,"$2,128.00",$0.00,1,0,0,0
4235,MP,Saipan (Municipality),CAPITAL HILL VLG,96950,1,1,1,0,0,0,1,"$2,056.00",$0.00,$0.00,"$2,056.00",1,0,0,0
4235,MP,Saipan (Municipality),CAPITOL HILL,96950,21,20,12,5,3,0,7,"$37,490.00",$0.00,"$16,124.00","$21,366.00",5,2,0,0
4235,MP,Saipan (Municipality),CHAAN KANOA VLG,96950,1,1,0,1,0,0,1,$989.00,$0.00,$0.00,$989.00,1,0,0,0
4235,MP,Saipan (Municipality),CHADON SUSUPE,96950,1,1,0,0,1,0,1,"$4,421.00",$0.00,"$2,128.00","$2,293.00",1,0,0,0
4235,MP,Saipan (Municipality),CHAKAN KANOA,96950,1,1,0,1,0,0,1,"$2,695.00",$0.00,"$2,128.00",$567.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALA KANOA,96950,2,2,1,1,0,0,1,"$3,502.00",$0.00,"$1,742.00","$1,760.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KAIYA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KALOA VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KALOA VLG,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KAMOA,96950,1,1,1,0,0,0,1,"$1,966.00",$0.00,$0.00,"$1,966.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANAO,96950,2,2,2,0,0,0,1,"$1,556.00",$0.00,$0.00,"$1,556.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALANKANAO VILLAGE,96950,1,1,1,0,0,0,1,$844.00,$0.00,$0.00,$844.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANKANOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA,96950,217,213,149,43,21,0,95,"$185,200.00",$0.00,"$78,592.00","$106,608.00",95,0,0,0
4235,MP,Saipan (Municipality),CHALANKANOA,96950,3,3,1,0,2,0,2,"$6,253.00",$0.00,$0.00,"$6,253.00",2,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA DISTRICT FOUR,96950,1,1,0,1,0,0,1,"$2,935.00",$0.00,"$1,742.00","$1,193.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA DISTRICT ONE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA DISTRICT THREE,96950,1,1,0,0,1,0,1,"$2,998.00",$0.00,"$2,128.00",$870.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA I,96950,2,1,1,0,0,0,1,$989.00,$0.00,$0.00,$989.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA II,96950,3,3,2,0,1,0,3,"$7,854.00",$0.00,"$2,128.00","$5,726.00",3,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA III,96950,2,2,2,0,0,0,2,$580.00,$0.00,$0.00,$580.00,2,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA III VILLAGE,96950,2,2,1,0,1,0,1,"$5,089.00",$0.00,"$1,742.00","$3,347.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA IV,96950,1,1,1,0,0,0,1,"$1,464.00",$0.00,$0.00,"$1,464.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA  VILAGE,96950,1,1,1,0,0,0,1,$929.00,$0.00,$0.00,$929.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA VILLAGE,96950,11,11,7,0,4,0,3,"$14,668.00",$0.00,"$5,612.00","$9,056.00",3,0,0,0
4235,MP,Saipan (Municipality),CHALANKANOA VILLAGE,96950,1,1,1,0,0,0,1,$580.00,$0.00,$0.00,$580.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA VLG,96950,42,41,22,16,3,0,28,"$54,075.00",$0.00,"$21,294.00","$32,781.00",28,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA VLGE,96950,1,1,0,0,1,0,1,"$2,901.00",$0.00,"$1,742.00","$1,159.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KANOA VLG SAIPAN,96950,1,1,0,1,0,0,1,$594.00,$0.00,$0.00,$594.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KENOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KIJA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KIYA,96950,48,48,16,30,2,0,30,"$89,790.00",$0.00,"$45,763.00","$44,027.00",30,0,0,0
4235,MP,Saipan (Municipality),CHALANKIYA,96950,1,1,0,0,1,0,1,"$4,609.00",$0.00,"$2,700.00","$1,909.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KIYA VILLAGE,96950,4,4,4,0,0,0,1,$844.00,$0.00,$0.00,$844.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALANKIYA VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KIYA VLG,96950,4,4,2,1,1,0,1,$422.00,$0.00,$0.00,$422.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALAN KONO,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KONOA,96950,4,4,3,1,0,0,2,"$2,557.00",$0.00,$0.00,"$2,557.00",2,0,0,0
4235,MP,Saipan (Municipality),CHALAN KYA,96950,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN KYIA VILLAGE,96950,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAOLAO,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN  LAULAU,96950,2,2,0,2,0,0,2,"$3,633.00",$0.00,"$1,742.00","$1,891.00",2,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAU LAU,96950,19,18,8,8,2,0,3,"$7,405.00",$0.00,"$3,484.00","$3,921.00",3,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAULAU,96950,31,29,12,13,4,0,15,"$48,418.00",$0.00,"$19,936.00","$28,482.00",15,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAULAU BEACH RD,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALANLAULAU SAIPAN,96950,1,1,0,1,0,0,1,"$3,333.00",$0.00,"$2,128.00","$1,205.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAU LAU VILLAGE,96950,1,1,0,0,1,0,1,"$3,386.00",$0.00,"$1,742.00","$1,644.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAULAU VILLAGE,96950,7,7,4,2,1,0,5,"$8,337.00",$0.00,"$3,484.00","$4,853.00",5,0,0,0
4235,MP,Saipan (Municipality),CHALANLAULAU VILLAGE SAIPAN,96950,1,1,0,0,1,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAULAU VLG SAIPAN,96950,1,1,0,1,0,0,1,"$4,375.00",$0.00,"$1,742.00","$2,633.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN LAU VILLAGE,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN LEULEU,96950,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALANOA,96950,1,1,0,1,0,0,1,"$3,611.00",$0.00,"$2,128.00","$1,483.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN PIAO,96950,21,20,12,7,1,0,14,"$27,361.00",$0.00,"$12,196.00","$15,165.00",14,0,0,0
4235,MP,Saipan (Municipality),CHALANPIAO,96950,1,1,1,0,0,0,1,"$1,556.00",$0.00,$0.00,"$1,556.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN PIAO VILLAGE,96950,4,4,3,1,0,0,3,"$3,073.00",$0.00,$0.00,"$3,073.00",3,0,0,0
4235,MP,Saipan (Municipality),CHALAN PIOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALANTANOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAN TUN HERMAN PAN,96950,1,1,0,1,0,0,1,"$3,871.00",$0.00,"$1,742.00","$2,129.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALAN VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALAQUITA,96950,1,1,1,0,0,0,1,$422.00,$0.00,$0.00,$422.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALEN KANOA,96950,4,4,1,3,0,0,2,"$5,882.00",$0.00,"$3,484.00","$2,398.00",2,0,0,0
4235,MP,Saipan (Municipality),CHALEN KANOA DISTRICT TWO,96950,1,1,1,0,0,0,1,$567.00,$0.00,$0.00,$567.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALEN KHONA,96950,1,1,0,0,1,0,1,"$4,139.00",$0.00,"$1,742.00","$2,397.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALEN KONOA,96950,1,1,0,1,0,0,1,"$2,322.00",$0.00,"$1,742.00",$580.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALEN LAU LAU,96950,1,1,0,0,1,0,1,"$7,754.00",$0.00,"$2,128.00","$5,626.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALEN PALE,96950,1,1,1,0,0,0,1,$290.00,$0.00,$0.00,$290.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALEN PIAO,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALIN KIYA VLG,96950,1,1,0,1,0,0,1,"$9,959.00",$0.00,"$3,706.00","$6,253.00",1,0,0,0
4235,MP,Saipan (Municipality),CHALKANOA VLG,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHALON KANOA,96950,8,8,3,2,3,0,7,"$7,846.00",$0.00,"$3,870.00","$3,976.00",7,0,0,0
4235,MP,Saipan (Municipality),CHALON KANOA VLG,96950,1,1,1,0,0,0,1,$567.00,$0.00,$0.00,$567.00,1,0,0,0
4235,MP,Saipan (Municipality),CHALON LOU LOU,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHANA KONAL,96950,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHANA KONOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHANAL KANOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHANAN KANOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHANAN LAULAU,96950,1,1,1,0,0,0,1,"$1,322.00",$0.00,$0.00,"$1,322.00",1,0,0,0
4235,MP,Saipan (Municipality),CHANAN LAU LAU SAIPAN,96950,1,1,0,1,0,0,1,"$5,914.00",$0.00,"$2,128.00","$3,786.00",1,0,0,0
4235,MP,Saipan (Municipality),CHANAULAU VILLAGE,96950,1,1,0,1,0,0,1,"$2,642.00",$0.00,"$1,742.00",$900.00,1,0,0,0
4235,MP,Saipan (Municipality),CHANLAN KANOA,96950,1,1,1,0,0,0,1,$448.00,$0.00,$0.00,$448.00,1,0,0,0
4235,MP,Saipan (Municipality),CHANLAN PIAO VILLAGE,96950,1,1,0,1,0,0,1,"$1,411.00",$0.00,$0.00,"$1,411.00",1,0,0,0
4235,MP,Saipan (Municipality),CHANO KANOA,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHAOAN KANOA,96950,1,1,1,0,0,0,1,$580.00,$0.00,$0.00,$580.00,1,0,0,0
4235,MP,Saipan (Municipality),CHELEN LAO LAO VILLAGE,96950,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHINA TOWN,96950,58,56,26,24,6,0,35,"$106,926.00",$0.00,"$43,158.00","$63,768.00",35,0,0,0
4235,MP,Saipan (Municipality),CHINA TOWN,98950,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHINATOWN,96590,1,1,0,1,0,0,1,$929.00,$0.00,$0.00,$929.00,1,0,0,0
4235,MP,Saipan (Municipality),CHINATOWN,96950,41,40,22,13,5,0,21,"$62,944.00",$0.00,"$22,254.00","$40,690.00",20,1,0,0
4235,MP,Saipan (Municipality),CHINATOWN GARATAN,96950,1,1,0,1,0,0,1,"$2,541.00",$0.00,"$1,742.00",$799.00,1,0,0,0
4235,MP,Saipan (Municipality),CHINA TOWN SAIPAN,96950,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4235,MP,Saipan (Municipality),CHINA TOWN VILLAGE,96950,17,16,10,6,0,0,10,"$21,114.00",$0.00,"$8,322.00","$12,792.00",10,0,0,0
4235,MP,Saipan (Municipality),CHINATOWN VILLAGE,96950,12,12,8,4,0,0,8,"$23,601.00",$0.00,"$5,612.00","$17,989.00",8,0,0,0
4235,MP,Saipan (Municipality),CHINATOWN VILLAGE ,96950,1,0,0,0,0,0,1,"$4,000.00",$0.00,$0.00,"$4,000.00",1,0,0,0
