Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4332,TX,Aransas (County),ARANSAS PASS,78336,255,232,114,92,26,0,172,"$444,220.00",$0.00,"$205,254.00","$238,966.00",168,4,0,0
4332,TX,Aransas (County),BISHOP,78343,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),CEDAR PARK,78613,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),CITY BY THE SEA,78336,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),COLUMBUS,78934,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),CORPUS CHRISTI,78411,1,1,1,0,0,0,1,$300.00,$0.00,$0.00,$300.00,1,0,0,0
4332,TX,Aransas (County),CORPUS CHRISTI,78414,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),CORPUS CHRISTI,78415,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Aransas (County),CORPUS CHRISTI,78418,2,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Aransas (County),FULTON,78358,210,178,116,57,5,0,129,"$232,597.00",$0.00,"$142,157.00","$90,440.00",127,2,0,0
4332,TX,Aransas (County),FULTON,78382,51,45,33,11,1,0,28,"$41,835.00",$0.00,"$27,185.00","$14,650.00",28,0,0,0
4332,TX,Aransas (County),HOUSTON,77004,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),HOUSTON,77084,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Aransas (County),HOUSTON,77096,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),INGLESIDE,78362,5,4,3,1,0,0,2,"$2,929.00",$0.00,"$2,166.00",$763.00,2,0,0,0
4332,TX,Aransas (County),PORT ARANSAS,78373,3,3,1,1,1,0,2,"$3,428.00",$0.00,"$1,444.00","$1,984.00",2,0,0,0
4332,TX,Aransas (County),PORTLAND,78374,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),RANSAS PASS,78336,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),ROCKFORD,78382,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),ROCK PORT,78382,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),ROCKPORT,78381,3,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),ROCKPORT,78382,"3,209",2692,1411,964,317,0,2119,"$5,510,280.00","$30,537.00","$2,712,921.00","$2,766,823.00","2,070",48,1,0
4332,TX,Aransas (County),SANDIA,78383,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Aransas (County),TAFT,78390,2,1,0,1,0,0,1,"$7,872.00",$0.00,"$1,444.00","$6,428.00",1,0,0,0
4332,TX,Aransas (County),VICTORIA,77901,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),AUSTIN,78701,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),AUSTIN,78734,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),AUSTIN,78757,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Austin (County),AUSTIN,78758,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),AUSTIN TEXAS,77809,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),AUSTIN TEXAS,77870,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),BELLVILLE,77418,58,25,23,2,0,0,17,"$12,450.00",$0.00,"$2,448.00","$10,002.00",17,0,0,0
4332,TX,Austin (County),CAT SPRING,78933,3,2,2,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Austin (County),FRISCO,75035,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),HOUSTON,77036,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),INDUSTRY,78944,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),MAGNOLIA,77355,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),MURPHY,75094,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),NEW BRAUNFELS,78132,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),NEW ULM,78950,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),SAN FELIPE,77474,3,2,1,1,0,0,1,"$1,512.00",$0.00,$0.00,"$1,512.00",1,0,0,0
4332,TX,Austin (County),SEALY,77447,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),SEALY,77474,126,87,73,11,3,0,39,"$77,266.00",$0.00,"$22,866.00","$54,400.00",38,1,0,0
4332,TX,Austin (County),SIMONTON,77476,1,1,0,1,0,0,1,"$1,754.00",$0.00,"$1,754.00",$0.00,1,0,0,0
4332,TX,Austin (County),SIMONTON,77485,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Austin (County),SPRING,77380,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Austin (County),WALLIS,77485,48,29,22,7,0,0,16,"$52,689.00",$0.00,"$17,054.00","$35,635.00",15,1,0,0
4332,TX,Bastrop (County),BASTROP,78602,42,29,26,3,0,0,13,"$20,648.00",$0.00,"$6,840.00","$13,808.00",13,0,0,0
4332,TX,Bastrop (County),BASTROP,78612,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bastrop (County),BAYAMON,961,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bastrop (County),CEDAR CREEK,78612,23,14,11,3,0,0,7,"$12,144.00",$0.00,"$8,550.00","$3,594.00",7,0,0,0
4332,TX,Bastrop (County),DALE,78616,3,3,3,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Bastrop (County),ELGIN,78621,27,23,23,0,0,0,7,"$4,796.00",$0.00,$0.00,"$4,796.00",7,0,0,0
4332,TX,Bastrop (County),MANOR,78653,1,1,0,1,0,0,1,"$2,436.00",$0.00,"$1,936.00",$500.00,1,0,0,0
4332,TX,Bastrop (County),MCDADE,78650,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bastrop (County),PAIGE,78659,4,4,3,1,0,0,2,"$4,232.00",$0.00,"$3,238.00",$994.00,2,0,0,0
4332,TX,Bastrop (County),ROSANKY,78953,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bastrop (County),SMITHVILLE,78957,67,55,49,5,1,0,26,"$53,872.00",$0.00,"$25,891.00","$27,981.00",26,0,0,0
4332,TX,Bastrop (County),SPICEWOOD,78669,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bastrop (County),VICTORIA,77901,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Bastrop (County),WEBBERVILLE,78621,1,1,0,1,0,0,1,"$17,004.00",$0.00,"$12,338.00","$4,666.00",0,1,0,0
4332,TX,Bee (County),BASTROP,78602,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bee (County),BEE,78102,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bee (County),BEEVILLE,78102,610,339,327,10,2,0,169,"$125,451.00","$1,565.00","$15,677.00","$108,209.00",169,0,0,0
4332,TX,Bee (County),BEEVILLE,78202,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bee (County),NORMANNA,78142,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bee (County),PETTUS,78102,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Bee (County),PETTUS,78146,12,6,5,1,0,0,3,"$2,656.00",$0.00,"$1,656.00","$1,000.00",3,0,0,0
4332,TX,Bee (County),SINTON,78387,1,1,1,0,0,0,1,"$1,839.00",$0.00,$828.00,"$1,011.00",1,0,0,0
4332,TX,Bee (County),SKIDMORE,78389,42,31,29,2,0,0,11,"$7,516.00",$0.00,"$2,966.00","$4,550.00",11,0,0,0
4332,TX,Bee (County),TULETA,78102,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Bee (County),TULETA,78162,4,2,2,0,0,0,2,"$3,372.00",$0.00,"$1,310.00","$2,062.00",2,0,0,0
4332,TX,Bee (County),TYNAN,78391,9,1,1,0,0,0,2,"$1,000.00",$0.00,$0.00,"$1,000.00",2,0,0,0
4332,TX,Brazoria (County),ALVIN,77511,"1,979",1338,1004,312,22,0,726,"$1,905,062.00",$0.00,"$625,087.00","$1,279,975.00",693,33,0,0
4332,TX,Brazoria (County),ALVIN,77512,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),ANGLETON,77515,"1,448",808,708,94,6,0,583,"$699,045.00",$0.00,"$208,388.00","$490,657.00",576,7,0,0
4332,TX,Brazoria (County),ANGLETON,77516,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),ARCOLA,77583,18,15,14,1,0,0,7,"$16,545.00",$0.00,"$2,960.00","$13,585.00",6,1,0,0
4332,TX,Brazoria (County),BACLIFF,77518,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),BAILEY'S PRAIRIE,77515,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),BAY CITY,77414,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),BOLING,77420,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),BRAZORIA,77422,"1,097",578,427,136,15,0,515,"$848,156.00","$29,039.00","$297,452.00","$521,665.00",505,8,2,0
4332,TX,Brazoria (County),BROOKSIDE VILLAGE,77581,19,17,5,11,1,0,11,"$29,704.00",$0.00,"$12,436.00","$17,268.00",11,0,0,0
4332,TX,Brazoria (County),CLUTE,77531,987,461,445,15,1,0,353,"$275,146.00",$0.00,"$41,180.00","$233,966.00",350,3,0,0
4332,TX,Brazoria (County),DAMON,77430,56,34,27,7,0,0,21,"$22,151.00",$0.00,"$12,610.00","$9,541.00",21,0,0,0
4332,TX,Brazoria (County),DANBURY,77534,88,56,41,15,0,0,37,"$60,767.00",$0.00,"$29,351.00","$31,416.00",36,1,0,0
4332,TX,Brazoria (County),DANCIGER,77431,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),DANCIGER,77463,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),DEMIJOHN ISLAND,77541,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),FREEPORT,77541,"1,487",843,788,54,1,0,569,"$489,102.00",$0.00,"$95,750.00","$393,352.00",566,3,0,0
4332,TX,Brazoria (County),FREEPORT,77542,2,2,1,1,0,0,1,"$2,162.00",$0.00,"$1,906.00",$256.00,1,0,0,0
4332,TX,Brazoria (County),FRESNO,77545,4,1,1,0,0,0,1,"$3,406.00",$0.00,"$2,339.00","$1,068.00",1,0,0,0
4332,TX,Brazoria (County),FRIENDSWOOD,77546,11,7,5,2,0,0,5,"$7,894.00",$0.00,"$4,182.00","$3,712.00",5,0,0,0
4332,TX,Brazoria (County),GALVESTON,77554,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),GUY,77444,10,9,7,1,1,0,2,"$14,576.00",$0.00,"$1,906.00","$12,670.00",1,1,0,0
4332,TX,Brazoria (County),HOLIDAY LAKES,77515,61,58,24,28,6,0,44,"$192,491.00",$0.00,"$74,170.00","$118,320.00",41,3,0,0
4332,TX,Brazoria (County),HOUSTON,77004,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77012,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77014,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77020,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77024,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77033,2,2,2,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),HOUSTON,77040,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77042,1,1,0,1,0,0,1,"$2,406.00",$0.00,"$1,906.00",$500.00,1,0,0,0
4332,TX,Brazoria (County),HOUSTON,77047,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77053,1,1,1,0,0,0,1,"$1,050.00",$0.00,$0.00,"$1,050.00",1,0,0,0
4332,TX,Brazoria (County),HOUSTON,77054,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77058,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),HOUSTON,77061,1,1,1,0,0,0,1,$550.00,$0.00,$0.00,$550.00,1,0,0,0
4332,TX,Brazoria (County),HOUSTON,77069,1,1,0,1,0,0,1,"$7,335.00",$0.00,"$2,234.00","$5,101.00",1,0,0,0
4332,TX,Brazoria (County),HOUSTON,77081,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77083,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77084,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77089,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),HOUSTON,77584,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),IOWA COLONY,77583,4,3,2,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),JONES CREEK,77541,88,36,20,16,0,0,43,"$83,313.00",$0.00,"$29,890.00","$53,423.00",42,1,0,0
4332,TX,Brazoria (County),KATY,77449,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),LAKE JACKSON,77566,"1,275",571,534,34,3,0,501,"$385,072.00",$0.00,"$72,198.00","$312,874.00",498,3,0,0
4332,TX,Brazoria (County),LA MARQUE,77568,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),LA PORTE,77571,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),LIVERPOOL,77577,64,54,26,19,9,0,34,"$157,559.00",$0.00,"$44,907.00","$112,652.00",28,6,0,0
4332,TX,Brazoria (County),MANVEL,77578,635,350,315,35,0,0,189,"$293,259.00",$0.00,"$79,846.00","$213,413.00",183,6,0,0
4332,TX,Brazoria (County),MANVEL,77584,1,1,0,1,0,0,1,"$2,865.00",$0.00,"$1,948.00",$917.00,1,0,0,0
4332,TX,Brazoria (County),MISSOURI CITY,77489,3,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),OLD OCEAN,77463,6,2,1,1,0,0,2,"$7,815.00",$0.00,"$1,906.00","$5,909.00",2,0,0,0
4332,TX,Brazoria (County),ORANGE,77630,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),OYSTER CREEK,77531,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),OYSTER CREEK,77541,89,52,49,3,0,0,33,"$28,807.00",$0.00,"$5,502.00","$23,305.00",33,0,0,0
4332,TX,Brazoria (County),PAIRLAND,77584,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),PASADENA,77506,2,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),PEA RLAND,77584,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),PEARLAND,77089,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),PEARLAND,77458,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),PEARLAND,77511,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),PEARLAND,77581,"1,288",794,569,216,9,0,497,"$1,167,170.00",$0.00,"$432,527.00","$734,643.00",477,19,1,0
4332,TX,Brazoria (County),PEARLAND,77584,"2,749",1567,1403,162,2,0,895,"$1,037,771.00",$0.00,"$312,381.00","$725,389.00",887,8,0,0
4332,TX,Brazoria (County),PEARLAND,77588,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),PLEDGER,77468,3,2,1,1,0,0,2,"$3,519.00",$0.00,$0.00,"$3,519.00",2,0,0,0
4332,TX,Brazoria (County),RICHMOND,77407,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),RICHMOND,77469,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),RICHWOOD,77515,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),RICHWOOD,77531,377,204,171,32,1,0,162,"$190,415.00",$0.00,"$60,978.00","$129,437.00",161,1,0,0
4332,TX,Brazoria (County),RICHWOOD,77566,8,4,4,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),ROSHARON,77583,819,511,432,76,3,0,316,"$445,852.00",$0.00,"$120,816.00","$325,036.00",313,3,0,0
4332,TX,Brazoria (County),ROSHARON,77584,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),SAN ANTONIO,78221,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),SANTA FE,77510,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),SURFSIDE,77541,1,1,1,0,0,0,1,"$3,202.00",$0.00,$0.00,"$3,202.00",1,0,0,0
4332,TX,Brazoria (County),SURFSIDE BEACH,77541,26,13,12,1,0,0,3,"$3,148.00",$0.00,"$1,648.00","$1,500.00",3,0,0,0
4332,TX,Brazoria (County),SWEENY,77480,763,312,287,20,5,0,352,"$298,913.00",$0.00,"$54,416.00","$244,497.00",348,4,0,0
4332,TX,Brazoria (County),TEXAS CITY,77590,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),TEXAS CITY,77591,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Brazoria (County),WEBSTER,77598,2,2,1,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Brazoria (County),WEST COLUMBIA,77486,740,292,273,17,2,0,356,"$292,308.00",$0.00,"$51,678.00","$240,630.00",352,4,0,0
4332,TX,Brazoria (County),WESTCOLUMBIA,77486,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),COLLEGE STATION,77840,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),CROWLEY,76036,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),DALE,78616,6,6,4,2,0,0,2,"$10,984.00",$0.00,"$5,404.00","$5,580.00",2,0,0,0
4332,TX,Caldwell (County),LOCKHART,78644,12,8,8,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),LULING,78648,3,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),MARTINDALE,78655,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Caldwell (County),MAXWELL,78656,2,2,1,1,0,0,1,"$3,191.00",$0.00,"$2,046.00","$1,145.00",1,0,0,0
4332,TX,Calhoun (County),BLOOMINGTON,77951,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),HOUSTON,77012,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),HOUSTON,77042,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),POINT COMFORT,77978,52,28,26,1,1,0,19,"$14,817.00",$0.00,"$5,194.00","$9,623.00",19,0,0,0
4332,TX,Calhoun (County),POINT COMFORT,77979,48,29,27,2,0,0,23,"$16,866.00",$0.00,"$6,266.00","$10,600.00",23,0,0,0
4332,TX,Calhoun (County),PORT LAVACA,77978,1,1,0,1,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Calhoun (County),PORT LAVACA,77979,"1,873",1148,1021,114,13,0,888,"$837,639.00",$0.00,"$287,232.00","$550,408.00",886,2,0,0
4332,TX,Calhoun (County),PORTLAVACA,77979,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Calhoun (County),PORT O CONNOR,77982,45,33,31,1,1,0,10,"$10,535.00",$0.00,"$4,832.00","$5,703.00",10,0,0,0
4332,TX,Calhoun (County),SEADRIFT,77983,160,129,107,19,3,0,71,"$108,252.00",$0.00,"$41,735.00","$66,518.00",71,0,0,0
4332,TX,Calhoun (County),TAMPA,33615,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Calhoun (County),TIVOLI,77990,6,6,3,0,3,0,4,"$20,311.00",$0.00,"$5,404.00","$14,907.00",3,1,0,0
4332,TX,Chambers (County),ANAHUAC,77514,242,173,139,34,0,0,106,"$225,286.00",$0.00,"$62,631.00","$162,655.00",104,2,0,0
4332,TX,Chambers (County),AUSTIN,78752,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Chambers (County),BAYTOWN,77520,15,11,11,0,0,0,3,"$1,673.00",$0.00,$0.00,"$1,673.00",3,0,0,0
4332,TX,Chambers (County),BAYTOWN,77521,67,58,27,23,8,0,42,"$210,660.00",$0.00,"$99,491.00","$111,169.00",37,5,0,0
4332,TX,Chambers (County),BAYTOWN,77523,686,450,262,175,13,0,276,"$999,744.00",$0.00,"$400,342.00","$599,402.00",258,17,1,0
4332,TX,Chambers (County),BEACH CITY,77523,33,22,19,3,0,0,13,"$31,067.00",$0.00,"$11,224.00","$19,843.00",12,1,0,0
4332,TX,Chambers (County),BEAUMONT,77701,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),BEAUMONT,77705,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),BEAUMONT,77706,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),CLEVELAND,77327,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),COVE,77523,16,9,6,3,0,0,6,"$24,769.00",$0.00,"$22,733.00","$2,036.00",5,1,0,0
4332,TX,Chambers (County),DAYTON,77535,32,21,17,4,0,0,14,"$22,064.00",$0.00,"$10,034.00","$12,030.00",14,0,0,0
4332,TX,Chambers (County),HANKAMER,77560,89,73,50,22,1,0,45,"$101,121.00",$0.00,"$37,416.00","$63,705.00",44,1,0,0
4332,TX,Chambers (County),HIGHLANDS,77562,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4332,TX,Chambers (County),HOUSTON,77014,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),HOUSTON,77015,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),HOUSTON,77062,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),LIBERTY,77575,4,2,1,1,0,0,2,"$4,625.00",$0.00,"$2,928.00","$1,697.00",2,0,0,0
4332,TX,Chambers (County),MONT BELVIEU,77520,2,2,1,1,0,0,1,"$3,539.00",$0.00,"$1,594.00","$1,945.00",1,0,0,0
4332,TX,Chambers (County),MONT BELVIEU,77521,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),MONT BELVIEU,77523,46,29,16,12,1,0,20,"$90,333.00",$0.00,"$28,960.00","$61,373.00",18,2,0,0
4332,TX,Chambers (County),MONT BELVIEU,77535,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4332,TX,Chambers (County),MONT BELVIEU,77580,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
