Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4344,CA,Butte (County),BANGOR,95914,54,48015.37815,27,1296415.21,7,2,1,5,12,19,407336.29,344897.39,29154,33284.9,6,2,11,8
4344,CA,Butte (County),BERRY CREEK,95916,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Butte (County),BIGGS,95917,10,0,5,0,5,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Butte (County),CHICO,95926,66,0,21,0,21,0,0,0,0,3,1500,$0.00,$0.00,1500,3,0,0,0
4344,CA,Butte (County),CHICO,95927,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Butte (County),CHICO,95928,65,0,22,0,22,0,0,0,0,5,2500,$0.00,$0.00,2500,5,0,0,0
4344,CA,Butte (County),CHICO,95973,55,0,14,0,14,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Butte (County),CLIPPER MILLS,95930,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Butte (County),DURHAM,95938,12,0,3,0,3,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Butte (County),FOREST RANCH,95942,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Butte (County),GRIDLEY,95948,7,0,5,0,5,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Butte (County),MAGALIA,95954,23,0,12,0,12,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Butte (County),OROVILLE,95965,31,2782.525,18,50085.45,17,0,0,0,1,3,11333.91,$0.00,1570,9763.91,2,1,0,0
4344,CA,Butte (County),OROVILLE,95966,60,5030.562143,28,140855.74,25,0,0,0,3,4,45898.7,31114,6264,8520.7,2,1,1,1
4344,CA,Butte (County),PALERMO,95968,7,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Butte (County),PARADISE,95969,37,0,21,0,21,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Butte (County),RICHVALE,95974,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),CLEARLAKE,95422,144,67487.24952,42,2834464.48,11,7,0,0,24,35,366275.21,314239.73,19294.96,32740.52,25,0,10,10
4344,CA,Lake (County),CLEARLAKE OAKS,95423,13,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),CLEARLAKE PARK,95422,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),CLEARLAKE PARK,95424,16,60032.585,6,360195.51,2,1,0,0,3,3,68500,64344,3656,500,1,0,2,2
4344,CA,Lake (County),CLEARLAKE PK,95423,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),COBB,95426,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),HIDDEN VALLEY LAKE,95467,12,0,2,0,2,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Lake (County),KELSEYVILLE,95451,25,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),LAKEPORT,95453,24,0,5,0,5,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),LOCH LOMOND,95461,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),LOWER LAKE,95457,9,0,6,0,6,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),LUCERNE,95458,4,0,4,0,4,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),MIDDLETOWN,95461,5,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),NICE,95464,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Lake (County),UPPER LAKE,95485,5,0,5,0,5,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Mendocino (County),ALBION,95410,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),ANDERSON,96007,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),BOONVILLE,95415,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),CLOVERDALE,95425,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),COVELO,95428,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),DOS RIOS,95429,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),ELK,95432,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),FORT BRAGG,95437,35,0,18,0,18,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Mendocino (County),GUALALA,95445,3,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),HOPLAND,95449,5,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),LITTLE RIVER,95456,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),MENDOCINO,95460,27,0,12,0,12,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),POINT ARENA,95468,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),POTTER VALLEY,95469,45,33185.55643,14,464597.79,4,4,0,3,3,12,148112.39,127429.43,10065.46,10617.5,8,0,4,3
4344,CA,Mendocino (County),RED WOOD VALEY,95470,1,254548.37,1,254548.37,0,0,0,0,1,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),REDWOOD VALLEY,95470,342,116563.7849,94,10956995.78,19,5,4,5,61,95,1419652.6,1252821.32,101276,65555.28,52,4,39,35
4344,CA,Mendocino (County),UKIAH,95482,89,0,27,0,27,0,0,0,0,6,3000,$0.00,$0.00,3000,6,0,0,0
4344,CA,Mendocino (County),WILLITS,94589,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Mendocino (County),WILLITS,95490,57,49511.81214,14,693165.37,5,4,0,0,5,16,163432.84,144434.17,8282,10716.67,12,0,4,2
4344,CA,Napa (County),AMERICAN CANYON,94503,98,0,15,0,15,0,0,0,0,3,1500,$0.00,$0.00,1500,3,0,0,0
4344,CA,Napa (County),AMERICAN CYN,94503,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),ANGWIN,94508,10,0,4,0,4,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),CALISTOGA,94515,126,46423.44217,23,1067739.17,16,1,0,0,6,21,86092.59,70432.93,7159.66,8500,19,0,2,2
4344,CA,Napa (County),CALISTOGA,94559,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),CALISTOGS,94515,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),DEER PARK,94576,4,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),GLEN ELLEN,95442,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),HEALDSBURG,95448,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),NAP,94558,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),NAPA,94558,1408,16267.65794,199,3237263.93,167,16,0,2,14,133,199149.34,118942.41,19842.15,60364.78,130,0,3,3
4344,CA,Napa (County),NAPA,94559,238,4726.242075,53,250490.83,52,0,0,0,1,8,26055.37,$0.00,$0.00,26055.37,7,1,0,0
4344,CA,Napa (County),NAPA,94581,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),NAPA,94585,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Napa (County),PALO ALTO,94303,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),POPE VALLEY,94567,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),SAINT HELENA,94574,25,0,5,0,5,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),SANTA ROSA,95403,1,162.36,1,162.36,0,1,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Napa (County),SONOMA,95476,6,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),ST. HELENA,94574,34,0,12,0,12,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Napa (County),VALLEJO,94591,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Napa (County),YOUNTVILLE,94599,30,0,10,0,10,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Nevada (County),AUBURN,95602,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Nevada (County),CUPERTINO,95014,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Nevada (County),GRASS VALLEY,95945,24,0,9,0,9,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Nevada (County),GRASS VALLEY,95949,30,21027.26818,11,231299.95,10,0,0,0,1,2,34500,30550,3450,500,1,0,1,1
4344,CA,Nevada (County),MALIBU,90265,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Nevada (County),NEVADA CITY,95959,33,965.9313333,15,14488.97,14,0,1,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Nevada (County),PENN VALLEY,95946,13,0,6,0,6,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Nevada (County),ROUGH AND READY,95975,25,36323.66077,13,472207.59,2,1,0,0,10,13,166783.04,156059.04,7724,3000,8,1,4,4
4344,CA,Nevada (County),SMARTSVILLE,95977,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Nevada (County),TRUCKEE,96161,12,0,3,0,3,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ALISO VIEJO,92656,32,0,16,0,16,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),ANAHEIM,92801,20,0,12,0,12,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ANAHEIM,92802,12,0,5,0,5,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),ANAHEIM,92804,32,0,15,0,15,0,0,0,0,3,1500,$0.00,$0.00,1500,3,0,0,0
4344,CA,Orange (County),ANAHEIM,92805,21,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ANAHEIM,92806,14,0,6,0,6,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),ANAHEIM,92807,34,17026.45154,13,221343.87,12,0,0,0,1,2,34500,31014,2986,500,1,0,1,1
4344,CA,Orange (County),ANAHEIM,92808,30,0,9,0,9,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Orange (County),BREA,92821,15,0,9,0,9,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),BREA,92822,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),BREA,92823,3,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),BUENA PARK,90620,27,0,10,0,10,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),BUENA PARK,90621,17,0,5,0,5,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),CAPISTRANO BEACH,92624,3,0,3,0,3,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),CORONA DEL MAR,92625,6,0,5,0,5,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),COSTA MESA,92626,22,0,8,0,8,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),COSTA MESA,92627,23,0,4,0,4,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),COTO DE CAZA,92679,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),CYPRESS,90630,19,0,8,0,8,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),DANA POINT,92629,11,0,5,0,5,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),FOOTHILL RANCH,92610,7,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),FOUNTAIN VALLEY,92708,34,0,12,0,12,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Orange (County),FULLERTON,92831,13,0,8,0,8,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),FULLERTON,92832,8,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),FULLERTON,92833,19,0,8,0,8,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),FULLERTON,92835,16,0,3,0,3,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92840,19,0,9,0,9,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92841,13,0,6,0,6,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92843,11,0,6,0,6,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92844,3,0,2,0,2,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),GARDEN GROVE,92845,12,0,4,0,4,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92646,27,0,11,0,11,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92647,24,0,11,0,11,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92648,38,0,10,0,10,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),HUNTINGTON BEACH,92649,28,0,13,0,13,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92602,11,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92603,13,0,2,0,2,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),IRVINE,92604,18,0,4,0,4,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92606,13,0,11,0,11,0,0,0,0,3,1500,$0.00,$0.00,1500,3,0,0,0
4344,CA,Orange (County),IRVINE,92612,12,0,4,0,4,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92614,15,0,5,0,5,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92617,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92618,16,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),IRVINE,92620,17,0,6,0,6,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LADERA RANCH,92694,16,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LAGUNA BEACH,92651,31,0,16,0,16,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),LAGUNA HILLS,92653,22,0,14,0,14,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),LAGUNA HILLS,92656,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LAGUNA NIGUE,92677,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LAGUNA NIGUEL,92677,58,0,26,0,26,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LAGUNA WOODS,92637,10,0,6,0,6,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LA HABRA,90631,20,0,11,0,11,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Orange (County),LAKE FOREST,92630,42,0,19,0,19,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LA PALMA,90623,3,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LAS FLORES,92688,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),LOS ALAMITOS,90720,19,0,12,0,12,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),MIDWAY CITY,92655,3,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),MISSION VIEJO,92691,28,0,9,0,9,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),MISSION VIEJO,92692,41,0,13,0,13,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),MONARCH BEACH,92629,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92657,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92660,42,0,18,0,18,0,0,0,0,4,2000,$0.00,$0.00,2000,4,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92662,3,0,3,0,3,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),NEWPORT BEACH,92663,15,0,8,0,8,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),NEWPORT COAST,92657,25,0,9,0,9,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),NORTH TUSTIN,92705,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ONTARIO,91762,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ORANGE,92780,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ORANGE,92861,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ORANGE,92865,18,0,3,0,3,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),ORANGE,92866,13,0,5,0,5,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ORANGE,92867,61,0,11,0,11,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ORANGE,92868,11,0,8,0,8,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ORANGE,92869,46,0,20,0,20,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),PLACENTIA,92870,25,0,11,0,11,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),RANCHO SANTA MARGARITA,92688,18,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),ROSSMOOR,90720,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SAN CLEMENTE,92672,21,0,6,0,6,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SAN CLEMENTE,92673,20,0,11,0,11,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),SAN JUAN CAPISTRANO,92675,18,0,3,0,3,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SAN JUAN CAPO,92675,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92701,15,0,6,0,6,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),SANTA ANA,92703,10,0,7,0,7,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),SANTA ANA,92704,16,0,9,0,9,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),SANTA ANA,92705,27,0,7,0,7,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92706,5,0,3,0,3,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SANTA ANA,92707,12,0,8,0,8,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SANTA MARGARITA,92688,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SEAL BEACH,90740,13,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),SILVERADO,92676,3,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),STANTON,90680,5,0,5,0,5,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),TRABUCO CANYON,92679,20,0,10,0,10,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Orange (County),TUSTIN,92780,21,0,9,0,9,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),TUSTIN,92782,27,0,4,0,4,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),VILLA PARK,92861,11,0,4,0,4,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Orange (County),VILLA PARK,92867,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),WESTMINSTER,92683,22,0,8,0,8,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Orange (County),YORBA LINDA,92886,32,0,14,0,14,0,0,0,0,3,1500,$0.00,$0.00,1500,3,0,0,0
4344,CA,Orange (County),YORBA LINDA,92887,20,0,9,0,9,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Sonoma (County),BODEGA,94922,3,0,3,0,3,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),BODEGA BAY,94923,17,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),BOYES HOT SPRINGS,95476,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),CALISTOG,94515,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),CALISTOGA,94515,41,100453.52,6,602721.12,2,0,0,1,3,7,61360.91,35069.25,9048,17243.66,5,1,1,1
4344,CA,Sonoma (County),CAMP MEEKER,95419,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),CAZADERO,95421,10,0,3,0,3,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),CLOVERDALE,95425,75,0,26,0,26,0,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4344,CA,Sonoma (County),COTATI,94931,46,0,10,0,10,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4344,CA,Sonoma (County),DUNCANS MILLS,95430,3,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),ELDRIDGE,95442,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4344,CA,Sonoma (County),ELDRIDGE,95476,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
