Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4339,PR,Yauco (Municipio),YAUCO,798,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO,908,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO,968,9,0,2,0,2,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4339,PR,Yauco (Municipio),YAUCO,998,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO,2698,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO,6698,1,1180.53,1,1180.53,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO,7698,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO,9698,3,105.225,2,210.45,1,1,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4339,PR,Yauco (Municipio),YAUCO,34741,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4339,PR,Yauco (Municipio),YAUCO,44663,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4339,PR,Yauco (Municipio),YAUCO,60698,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCOI,628,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YAUCO PR,698,8,0,6,0,6,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4339,PR,Yauco (Municipio),YAUCO PUERTO RICO,698,3,5637.62,3,16912.86,2,0,1,0,0,2,18288.72,11668.8,1522,5097.92,1,1,0,0
4339,PR,Yauco (Municipio),YAUCOR,698,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4339,PR,Yauco (Municipio),YAUCPO,698,1,742.52,1,742.52,0,1,0,0,0,1,225,$0.00,$0.00,225,1,0,0,0
4339,PR,Yauco (Municipio),YAUCVO,698,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YSUCO,698,1,492.96,1,492.96,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YUACO,698,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Yauco (Municipio),YUCO,698,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4338,GA,Camden (County),FOLKSTON,31537,16,485.9454545,11,5345.4,4,7,0,0,0,6,3234.4,999,1552,683.4,6,0,0,0
4338,GA,Camden (County),HARRIETTS BLUFF,31569,1,499.5,1,499.5,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Camden (County),KINGSLAND,31547,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Camden (County),KINGSLAND,31548,1039,2350.834542,469,1102541.4,167,241,55,3,3,250,1069017.91,771811.9,203438.03,93767.98,203,44,3,0
4338,GA,Camden (County),KINGSLAND,31569,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Camden (County),SAINT MARYS,31558,195,1001.777465,71,71126.2,31,38,1,1,0,33,46568.18,18993,19464,8111.18,32,1,0,0
4338,GA,Camden (County),STAINT MARYS,31558,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Camden (County),ST MARYS,31558,9,613.7333333,3,1841.2,1,2,0,0,0,1,1000,1000,$0.00,$0.00,1,0,0,0
4338,GA,Camden (County),ST. MARYS,31558,530,1090.794118,187,203978.5,73,108,6,0,0,84,200882.58,104536.3,65662.5,30683.78,77,7,0,0
4338,GA,Camden (County),WAVERLY,31565,181,1956.159459,74,144755.8,29,39,6,0,0,51,127885.22,76352,32746.72,18786.5,48,2,1,0
4338,GA,Camden (County),WHITE OAK,31568,117,995.9702128,47,46810.6,21,25,1,0,0,33,59672.4,30147.5,20072,9452.9,32,1,0,0
4338,GA,Camden (County),WOODBINE,31569,379,1158.81358,162,187727.8,40,117,5,0,0,93,169960.33,84196.83,64160,21603.5,91,2,0,0
4338,GA,Charlton (County),FOLKSTON,31537,351,1093.966154,195,213323.4,49,141,5,0,0,68,149937.99,96359,37684,15894.99,65,3,0,0
4338,GA,Charlton (County),HOMELAND,31537,8,71.35714286,7,499.5,6,1,0,0,0,2,1000,$0.00,$0.00,1000,2,0,0,0
4338,GA,Charlton (County),SAINT GEORGE,31562,121,1859.978689,61,113458.7,20,36,5,0,0,31,99385.3,76515.5,14464,8405.8,28,3,0,0
4338,GA,Charlton (County),SAVANNAH,31405,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Charlton (County),ST GEORGE,32561,1,1341.7,1,1341.7,0,1,0,0,0,1,2659.7,1000,1318,341.7,1,0,0,0
4338,GA,Chatham (County),BLOOMINGDALE,31302,55,377.8368421,19,7178.9,8,11,0,0,0,8,5182.9,2499.5,$0.00,2683.4,8,0,0,0
4338,GA,Chatham (County),GARDEN CITY,31405,1,1665,1,1665,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),GARDEN CITY,31408,90,303.6142857,28,8501.2,16,12,0,0,0,12,13593,1999,8594,3000,12,0,0,0
4338,GA,Chatham (County),GARDEN CITY,31415,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),NORCROSS,30093,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4338,GA,Chatham (County),POOLER,31322,362,174.8547619,84,14687.8,63,21,0,0,0,58,48191.69,4829.5,21495.39,21866.8,58,0,0,0
4338,GA,Chatham (County),PORT WENTWORTH,31407,270,154.1651515,66,10174.9,54,12,0,0,0,40,27157.7,$0.00,8316,18841.7,40,0,0,0
4338,GA,Chatham (County),PRT WENTWORTH,31407,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),RICHMOND HILL,31324,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),SA,31405,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),SAVANNAH,31322,4,0,1,0,1,0,0,0,0,2,1924,$0.00,924,1000,2,0,0,0
4338,GA,Chatham (County),SAVANNAH,31329,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),SAVANNAH,31401,338,671.7094828,116,77918.3,78,36,1,1,0,60,97481.9,40324,29666,27491.9,59,1,0,0
4338,GA,Chatham (County),SAVANNAH,31403,1,0,1,0,1,0,0,0,0,1,924,$0.00,924,$0.00,1,0,0,0
4338,GA,Chatham (County),SAVANNAH,31404,1053,356.5405145,311,110884.1,207,102,1,1,0,184,210333.46,51511.16,87608,71214.3,182,2,0,0
4338,GA,Chatham (County),SAVANNAH,31405,1065,433.6380623,289,125321.4,201,85,2,1,0,220,242097.86,58652,102334.26,81111.6,217,3,0,0
4338,GA,Chatham (County),SAVANNAH,31406,910,1043.85,210,219208.5,128,76,5,1,0,211,304368.07,96255.5,138562.37,69550.2,205,6,0,0
4338,GA,Chatham (County),SAVANNAH,31407,95,55.5,9,499.5,8,1,0,0,0,15,12892,$0.00,7392,5500,15,0,0,0
4338,GA,Chatham (County),SAVANNAH,31408,116,1340.076,50,67003.8,22,27,0,0,1,26,43957.9,12655,21350,9952.9,26,0,0,0
4338,GA,Chatham (County),SAVANNAH,31409,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),SAVANNAH,31410,433,2508.93301,103,258420.1,71,20,12,0,0,86,229172,138290.5,65612,25269.5,77,9,0,0
4338,GA,Chatham (County),SAVANNAH,31411,156,1881.787879,33,62099,28,1,4,0,0,58,37795.5,499.5,9796,27500,58,0,0,0
4338,GA,Chatham (County),SAVANNAH,31412,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),SAVANNAH,31415,579,687.0694836,213,146345.8,117,92,4,0,0,98,166619.1,60306,65710,40603.1,95,3,0,0
4338,GA,Chatham (County),SAVANNAH,31419,1152,1260.833421,266,335381.69,174,77,12,2,1,170,355300.72,176369.59,109144.63,69786.5,162,6,2,0
4338,GA,Chatham (County),SAVANNAH,31431,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),THUNDERBOLT,31404,12,166.5,3,499.5,2,1,0,0,0,2,1424,$0.00,924,500,2,0,0,0
4338,GA,Chatham (County),THUNDERBOLT,31410,5,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Chatham (County),TYBEE ISLAND,31328,237,9861.172152,79,779032.6,21,18,35,5,0,93,445324.62,270252,135185.84,39886.78,76,17,0,0
4338,GA,Coffee (County),AMBROSE,31512,29,1162.684211,19,22091,2,17,0,0,0,7,27484.5,20665,4550,2269.5,6,1,0,0
4338,GA,Coffee (County),BROXTON,31519,79,970.7733333,45,43684.8,10,35,0,0,0,26,38668.3,21499.5,12802,4366.8,26,0,0,0
4338,GA,Coffee (County),DOUGLAS,31533,171,758.7432692,104,78909.3,34,70,0,0,0,32,54030.8,32649,15690,5691.8,32,0,0,0
4338,GA,Coffee (County),DOUGLAS,31534,1,1000,1,1000,0,1,0,0,0,1,1000,1000,$0.00,$0.00,1,0,0,0
4338,GA,Coffee (County),DOUGLAS,31535,143,1086.057471,87,94487,23,63,1,0,0,33,52761,35220.5,12332,5208.5,32,1,0,0
4338,GA,Coffee (County),DOUGLAS GA,31533,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Coffee (County),NICHOLLS,31554,39,1408.982917,24,33815.59,6,17,1,0,0,9,16571.8,7659,5146,3766.8,9,0,0,0
4338,GA,Coffee (County),WEST GREEN,31567,9,374.875,4,1499.5,2,2,0,0,0,1,2318,1000,1318,$0.00,1,0,0,0
4338,GA,Coffee (County),WILLACOOCHEE,31650,17,1180.35,12,14164.2,2,10,0,0,0,7,11169.5,8159.5,2510,500,7,0,0,0
4338,GA,Coffee (County),WRAY,31798,2,249.75,2,499.5,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),BRUNSWICK,31520,1454,2099.450637,581,1219780.82,187,347,40,4,3,421,1051029.05,605396.08,293040.43,152592.54,388,31,2,1
4338,GA,Glynn (County),BRUNSWICK,31522,4,1332.5,2,2665,1,1,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4338,GA,Glynn (County),BRUNSWICK,31523,979,2075.373288,292,606009,108,164,18,2,0,238,475066.54,231145.5,171348.48,72572.56,226,12,0,0
4338,GA,Glynn (County),BRUNSWICK,31525,1598,1865.0012,500,932500.6,201,262,34,3,0,379,827916.22,441135.5,260412.88,126367.84,353,26,0,0
4338,GA,Glynn (County),BRUNSWICK,31527,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),HORTENSE,31543,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),JEKYLL ISLAND,31527,29,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4338,GA,Glynn (County),NEW SMYRNA BEACH,32168,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),SAINT SIMON ISLAND,31522,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),SAINT SIMONS ISLAND,31522,60,3485.442857,21,73194.3,8,11,1,0,1,12,57592.8,40896.1,8855,7841.7,11,0,1,0
4338,GA,Glynn (County),SEA ISLAND,31561,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),STERLING,31525,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),ST SIMONS,31522,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Glynn (County),ST. SIMONS,31522,17,249.75,2,499.5,1,1,0,0,0,2,2415,$0.00,2415,$0.00,2,0,0,0
4338,GA,Glynn (County),ST SIMONS IS,31522,3,0,1,0,1,0,0,0,0,1,805,$0.00,805,$0.00,1,0,0,0
4338,GA,Glynn (County),ST SIMONS ISLAND,31522,545,5116.816162,99,506564.8,34,42,18,5,0,115,359025.49,229714.5,100283.19,29027.8,101,14,0,0
4338,GA,Glynn (County),WAYNESVILLE,31566,2,0,2,0,2,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4338,GA,Liberty (County),ALLENHURST,31301,31,249.75,6,1498.5,3,3,0,0,0,3,1902,$0.00,902,1000,3,0,0,0
4338,GA,Liberty (County),BAXLEY,31513,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),FLEMING,31309,16,434.07,10,4340.7,5,5,0,0,0,5,5949.7,1000,3608,1341.7,5,0,0,0
4338,GA,Liberty (County),FORT STEWART,31313,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),FORT STEWART,31315,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),HINESVILLE,31313,348,404.6079208,101,40865.4,61,39,1,0,0,55,60512,21157.5,20746,18608.5,54,1,0,0
4338,GA,Liberty (County),HINESVILLE,31314,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),HINESVILLE,31315,2,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),LAKELAND,31635,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),MIDWAY,31320,272,3981.97339,118,469872.86,38,62,14,3,1,76,425490.2,288178.36,96480.54,40831.3,64,10,2,1
4338,GA,Liberty (County),RICEBORO,31323,72,700.0064516,31,21700.2,14,17,0,0,0,13,20469.9,5997,9020,5452.9,13,0,0,0
4338,GA,Liberty (County),RICHMOND HILL,31324,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),WALTHOURVILLE,31301,3,166.5,3,499.5,2,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Liberty (County),WALTHOURVILLE,31313,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,McIntosh (County),CRESCENT,31304,21,416.25,10,4162.5,5,5,0,0,0,1,2109.5,499.5,1610,$0.00,1,0,0,0
4338,GA,McIntosh (County),CRESCENT,31331,1,499.5,1,499.5,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,McIntosh (County),DARIEN,31305,394,1168.964881,168,196386.1,63,100,5,0,0,105,186647.6,89765,73610,23272.6,103,2,0,0
4338,GA,McIntosh (County),MERIDIAN,31319,31,249.75,6,1498.5,3,3,0,0,0,3,3220,$0.00,3220,$0.00,3,0,0,0
4338,GA,McIntosh (County),RICEBORO,31323,17,166.5,3,499.5,2,1,0,0,0,3,2305,$0.00,805,1500,3,0,0,0
4338,GA,McIntosh (County),SAPELO ISLAND,31327,25,6319.668421,19,120073.7,4,8,6,1,0,14,131419.7,105764,19214,6441.7,6,8,0,0
4338,GA,McIntosh (County),SHELLMAN BLUFF,31331,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,McIntosh (County),TOWNSEND,31331,533,1113.049309,217,241531.7,74,135,5,2,1,119,204038.3,91741.5,69230,43066.8,115,2,2,0
4338,GA,McIntosh (County),VALONA,31319,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Statewide,BRUNSWICK,31520,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4338,GA,Volusia (County),ORLANDO,32822,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),ALACHUA,32615,801,867.4440299,268,232475,159,101,8,0,0,237,317095.98,123893.5,121063.08,72139.4,232,5,0,0
4337,FL,Alachua (County),ALACHUA,32616,3,0,2,0,2,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4337,FL,Alachua (County),ALACHUA,32653,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),ARCHER,32618,604,501.1068783,189,94709.2,90,98,1,0,0,229,232232.79,23148.5,142492,66592.29,229,0,0,0
4337,FL,Alachua (County),ASTOR,32102,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),BROOKER,32622,42,816.9263158,19,15521.6,10,9,0,0,0,20,29881.4,13598,10600,5683.4,20,0,0,0
4337,FL,Alachua (County),BROOKSVILLE,34613,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),CROSS CREEK,32640,2,0,2,0,2,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),CUTLER BAY,33189,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),EARLETON,32631,34,3365.35,18,60576.3,5,11,1,0,1,10,59334.49,47729.7,7998,3606.79,8,1,1,1
4337,FL,Alachua (County),EVINSTON,32633,8,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINEAVILLE,32641,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESILLE,32609,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVI,32601,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVILL,32653,1,499.5,1,499.5,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVILLE,32601,371,756.8512953,193,146072.3,115,74,4,0,0,84,119826.19,54488.5,34156.79,31180.9,83,1,0,0
4337,FL,Alachua (County),GAINESVILLE,32603,25,333.7909091,11,3671.7,9,2,0,0,0,6,3378,$0.00,878,2500,6,0,0,0
4337,FL,Alachua (County),GAINESVILLE,32604,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVILLE,32605,642,746.600995,201,150066.8,140,55,6,0,0,174,190552.02,72455.43,50302,67794.59,173,1,0,0
4337,FL,Alachua (County),GAINESVILLE,32606,396,992.8718519,135,134037.7,89,42,4,0,0,107,122560.5,56315,19476,46769.5,105,2,0,0
4337,FL,Alachua (County),GAINESVILLE,32607,415,804.7554054,148,119103.8,101,43,2,1,1,107,136035.8,66599.2,22142,47294.6,104,2,1,0
4337,FL,Alachua (County),GAINESVILLE,32608,935,350.1340659,364,127448.8,265,96,2,1,0,316,291795.06,49414.99,109549,132831.07,313,3,0,0
4337,FL,Alachua (County),GAINESVILLE,32609,1239,1444.801171,598,863991.1,265,309,20,3,1,424,809940.62,471901.53,183942.92,154096.17,406,18,0,0
4337,FL,Alachua (County),GAINESVILLE,32610,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVILLE,32614,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVILLE,32618,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINESVILLE,32641,1379,1258.980524,573,721395.84,317,234,20,1,1,450,695614.21,327538.37,201377.76,166698.08,439,10,1,0
4337,FL,Alachua (County),GAINESVILLE,32653,450,499.1741722,151,75375.3,106,43,2,0,0,111,116078.49,46658,24712,44708.49,108,3,0,0
4337,FL,Alachua (County),GAINRSVILLE,32641,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINSVILLE,32605,1,499.5,1,499.5,0,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),GAINSVILLE,32641,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),HAMPTON,32044,5,166.5,3,499.5,2,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),HAWTHORN,32640,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),HAWTHORNE,32640,752,1340.142765,311,416784.4,125,170,14,1,1,267,552503.45,284540.62,176061.92,91900.91,250,17,0,0
4337,FL,Alachua (County),HIGH SPRINGS,32643,492,1436.996386,166,238541.4,77,80,7,2,0,122,223474.15,120617.5,62375.95,40480.7,115,7,0,0
4337,FL,Alachua (County),HIGH SPRINGS,32655,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),ISLAND GROVE,32654,1,0,1,0,1,0,0,0,0,1,878,$0.00,878,$0.00,1,0,0,0
4337,FL,Alachua (County),JONESVILLE,32669,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),LA CROSSE,32615,14,396.8,11,4364.8,5,6,0,0,0,3,4128.7,1999,1788,341.7,3,0,0,0
4337,FL,Alachua (County),LA CROSSE,32658,8,335.175,4,1340.7,1,3,0,0,0,1,341.7,$0.00,$0.00,341.7,1,0,0,0
4337,FL,Alachua (County),LACROSSE,32658,4,606.825,4,2427.3,3,1,0,0,0,2,2427.8,$0.00,$0.00,2427.8,2,0,0,0
4337,FL,Alachua (County),LOCHLOOSA,32662,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),MELROSE,32666,65,961.6307692,26,25002.4,10,15,1,0,0,20,42310.29,17519,13563.5,11227.79,18,2,0,0
4337,FL,Alachua (County),MIAMI,33127,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4337,FL,Alachua (County),MICANOPY,32606,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),MICANOPY,32667,300,1211.230108,93,112644.4,50,37,5,1,0,116,175189.09,69527.5,65978,39683.59,112,4,0,0
4337,FL,Alachua (County),NEWBERRY,32669,538,690.9025126,199,137489.6,100,95,2,1,1,152,217338.14,79231.2,77677.75,60429.19,148,3,1,1
4337,FL,Alachua (County),ORANGE HEIGHTS,32640,1,0,1,0,1,0,0,0,0,1,878,$0.00,878,$0.00,1,0,0,0
4337,FL,Alachua (County),ORLANDO,32822,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),SOUTH BAY,33493,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),UNIVERSITY PARK,34201,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Alachua (County),WALDO,32609,3,166.5,3,499.5,2,1,0,0,0,1,1788,$0.00,1788,$0.00,1,0,0,0
4337,FL,Alachua (County),WALDO,32694,177,676.4704545,88,59529.4,46,41,1,0,0,40,52018.7,17829.5,22078,12111.2,39,1,0,0
4337,FL,Alachua (County),WILLISTON,32696,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Baker (County),BALDWIN,32234,7,2585.56,5,12927.8,4,0,1,0,0,1,12927.8,11000,$0.00,1927.8,0,1,0,0
4337,FL,Baker (County),CUTLER BAY,33190,1,0,1,0,1,0,0,0,0,1,752,$0.00,752,$0.00,1,0,0,0
4337,FL,Baker (County),GLEN SAINT MARY,32040,42,665.9230769,13,8657,6,7,0,0,0,14,10272,$0.00,8272,2000,14,0,0,0
4337,FL,Baker (County),GLEN STAIN MARY,32040,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Baker (County),GLEN ST MARY,32040,540,1085.456019,216,234458.5,104,103,8,1,0,156,235517.01,114864.5,82627.42,38025.09,153,3,0,0
4337,FL,Baker (County),GLEN ST. MARY,32040,27,187.4375,8,1499.5,6,2,0,0,0,9,7516,1000,6016,500,9,0,0,0
4337,FL,Baker (County),JACKSONVILLE,32234,6,0,3,0,3,0,0,0,0,1,752,$0.00,752,$0.00,1,0,0,0
4337,FL,Baker (County),MACCLENNY,32063,689,1722.534317,271,466806.8,124,126,21,0,0,185,398614.24,252180.5,94527.94,51905.8,171,14,0,0
4337,FL,Baker (County),MARGARETTA,32040,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Baker (County),OLUSTEE,32072,2,832.5,2,1665,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Baker (County),SANDERSON,32087,475,959.3076923,208,199536,75,127,6,0,0,175,235374.53,106704,86350.84,42319.69,171,4,0,0
4337,FL,Blanco (County),FRIENDSWOOD,77546,1,0,1,0,1,0,0,0,0,1,500,$0.00,$0.00,500,1,0,0,0
4337,FL,Bradford (County),AGUAS BUENAS,703,1,0,1,0,1,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4337,FL,Bradford (County),BROOKER,32622,117,2127.658611,72,153191.42,46,21,3,1,1,38,122726.2,85692,19384,17650.2,34,3,1,1
