latitude,longitude,eventName,hwmTypeName,countyName,sitePermHousing,elev_ft,height_above_gnd
29.7703,-95.6433,Harvey Aug 2017,Other (Note in Description box),Harris County,No,76.02,
29.7703,-95.6433,Harvey Aug 2017,Other (Note in Description box),Harris County,No,70.69,
29.7703,-95.6433,Harvey Aug 2017,Other (Note in Description box),Harris County,No,69.77,
29.7703,-95.6433,Harvey Aug 2017,Other (Note in Description box),Harris County,No,68.19,
29.7703,-95.6433,Harvey Aug 2017,Other (Note in Description box),Harris County,No,66.85,
29.761892,-95.606101,Harvey Aug 2017,Other (Note in Description box),Harris County,No,71.36,
29.761892,-95.606101,Harvey Aug 2017,Other (Note in Description box),Harris County,No,69.18,
29.761892,-95.606101,Harvey Aug 2017,Other (Note in Description box),Harris County,No,61.59,
29.761892,-95.606101,Harvey Aug 2017,Other (Note in Description box),Harris County,No,60.26,
29.760799,-95.589361,Harvey Aug 2017,Other (Note in Description box),Harris County,No,68.6,
29.760799,-95.589361,Harvey Aug 2017,Other (Note in Description box),Harris County,No,66.32,
29.760799,-95.589361,Harvey Aug 2017,Other (Note in Description box),Harris County,No,58.07,
29.765767,-95.575888,Harvey Aug 2017,Other (Note in Description box),Harris County,No,65.87,
29.765767,-95.575888,Harvey Aug 2017,Other (Note in Description box),Harris County,No,63.76,
29.765767,-95.575888,Harvey Aug 2017,Other (Note in Description box),Harris County,No,58.17,
29.765767,-95.575888,Harvey Aug 2017,Other (Note in Description box),Harris County,No,56.67,
29.765767,-95.575888,Harvey Aug 2017,Other (Note in Description box),Harris County,No,55.01,
29.765767,-95.575888,Harvey Aug 2017,Other (Note in Description box),Harris County,No,53.42,
29.762404,-95.557612,Harvey Aug 2017,Other (Note in Description box),Harris County,No,63.3,
29.762404,-95.557612,Harvey Aug 2017,Other (Note in Description box),Harris County,No,61.23,
29.762404,-95.557612,Harvey Aug 2017,Other (Note in Description box),Harris County,No,52.32,
29.751924,-95.539622,Harvey Aug 2017,Other (Note in Description box),Harris County,No,58.78,
29.751924,-95.539622,Harvey Aug 2017,Other (Note in Description box),Harris County,No,56.86,
29.751924,-95.539622,Harvey Aug 2017,Other (Note in Description box),Harris County,No,51.36,
29.751924,-95.539622,Harvey Aug 2017,Other (Note in Description box),Harris County,No,49.78,
29.751924,-95.539622,Harvey Aug 2017,Other (Note in Description box),Harris County,No,47.94,
29.751924,-95.539622,Harvey Aug 2017,Other (Note in Description box),Harris County,No,46.28,
29.7472,-95.5312,Harvey Aug 2017,Other (Note in Description box),Harris County,No,56.26,
29.7472,-95.5312,Harvey Aug 2017,Other (Note in Description box),Harris County,No,54.41,
29.7472,-95.5312,Harvey Aug 2017,Other (Note in Description box),Harris County,No,45.75,
29.7468,-95.5234,Harvey Aug 2017,Other (Note in Description box),Harris County,No,54.11,
29.7468,-95.5234,Harvey Aug 2017,Other (Note in Description box),Harris County,No,52.24,
29.7468,-95.5234,Harvey Aug 2017,Other (Note in Description box),Harris County,No,43.74,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,48.58,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,46.71,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,44.4,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,41.71,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,40.21,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,38.38,
29.751099,-95.505216,Harvey Aug 2017,Other (Note in Description box),Harris County,No,36.88,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,45.72,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,43.85,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,41.5,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,38.6,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,37.1,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,35.35,
29.760343,-95.500718,Harvey Aug 2017,Other (Note in Description box),Harris County,No,34.02,
29.77185,-95.48245,Harvey Aug 2017,Other (Note in Description box),Harris County,No,39.12,
29.77185,-95.48245,Harvey Aug 2017,Other (Note in Description box),Harris County,No,37.33,
29.77185,-95.48245,Harvey Aug 2017,Other (Note in Description box),Harris County,No,35,
29.773412,-95.479657,Harvey Aug 2017,Other (Note in Description box),Harris County,No,38.52,
29.773412,-95.479657,Harvey Aug 2017,Other (Note in Description box),Harris County,No,36.79,
29.773412,-95.479657,Harvey Aug 2017,Other (Note in Description box),Harris County,No,34.5,
29.773412,-95.479657,Harvey Aug 2017,Other (Note in Description box),Harris County,No,29.79,
29.773412,-95.479657,Harvey Aug 2017,Other (Note in Description box),Harris County,No,27.96,
29.773412,-95.479657,Harvey Aug 2017,Other (Note in Description box),Harris County,No,26.62,
29.7645168,-95.4581494,Harvey Aug 2017,Other (Note in Description box),Harris County,No,35.58,
29.7645168,-95.4581494,Harvey Aug 2017,Other (Note in Description box),Harris County,No,31.87,
29.7645168,-95.4581494,Harvey Aug 2017,Other (Note in Description box),Harris County,No,29.6,
29.7645168,-95.4581494,Harvey Aug 2017,Other (Note in Description box),Harris County,No,23.12,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,31.95,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,30.27,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,28.1,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,24.85,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,23.35,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,21.77,
29.7598974,-95.4551512,Harvey Aug 2017,Other (Note in Description box),Harris County,No,20.35,
29.7606165,-95.4087563,Harvey Aug 2017,Other (Note in Description box),Harris County,No,20.44,
29.7606165,-95.4087563,Harvey Aug 2017,Other (Note in Description box),Harris County,No,19.17,
29.7606165,-95.4087563,Harvey Aug 2017,Other (Note in Description box),Harris County,No,17.5,
29.7606165,-95.4087563,Harvey Aug 2017,Other (Note in Description box),Harris County,No,14.67,
29.7606165,-95.4087563,Harvey Aug 2017,Other (Note in Description box),Harris County,No,12.34,
29.7606165,-95.4087563,Harvey Aug 2017,Other (Note in Description box),Harris County,No,11.17,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,19.05,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,17.6,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,15.9,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,13.19,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,12.1,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,10.94,
29.76196,-95.39836,Harvey Aug 2017,Other (Note in Description box),Harris County,No,9.85,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,15.9,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,14.62,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,13.2,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,11.7,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,10.62,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,9.7,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,8.7,
29.7614102,-95.3752858,Harvey Aug 2017,Other (Note in Description box),Harris County,No,7.78,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,8.57,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,7.54,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,6.7,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,5.6,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,4.71,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,4.29,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,4.46,
29.7650368,-95.3610547,Harvey Aug 2017,Other (Note in Description box),Harris County,No,3.54,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,7.83,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,6.88,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,5.9,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,4.9,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,4.21,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,3.8,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,4.05,
29.76357,-95.35788,Harvey Aug 2017,Other (Note in Description box),Harris County,No,3.21,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,2,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,1.75,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,1.5,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,1,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,0.67,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,1.42,
29.761926,-95.343325,Harvey Aug 2017,Other (Note in Description box),Harris County,No,0.92,
29.77339,-95.640122,Harvey Aug 2017,Other (Note in Description box),Harris County,No,81.52,2.5
29.7775365,-95.6152326,Harvey Aug 2017,Other (Note in Description box),Harris County,No,80.94,
29.7647061,-95.6028078,Harvey Aug 2017,Other (Note in Description box),Harris County,No,76.25,
29.7647061,-95.6028078,Harvey Aug 2017,Other (Note in Description box),Harris County,No,76.25,
29.7672301,-95.6003356,Harvey Aug 2017,Other (Note in Description box),Harris County,No,75.41,0
29.7672301,-95.6003356,Harvey Aug 2017,Other (Note in Description box),Harris County,No,75.41,0
29.7617013,-95.589747,Harvey Aug 2017,Other (Note in Description box),Harris County,No,69.92,0
29.7617013,-95.589747,Harvey Aug 2017,Other (Note in Description box),Harris County,No,69.92,0
29.7680811,-95.5829731,Harvey Aug 2017,Other (Note in Description box),Harris County,No,74.11,1
29.7680811,-95.5829731,Harvey Aug 2017,Other (Note in Description box),Harris County,No,74.11,1
29.7663126,-95.5741365,Harvey Aug 2017,Other (Note in Description box),Harris County,No,73.44,2.4
29.76553113,-95.57129525,Harvey Aug 2017,Other (Note in Description box),Harris County,No,73.13,2.5
29.76553113,-95.57129525,Harvey Aug 2017,Other (Note in Description box),Harris County,No,73.13,2.5
29.7642223,-95.5687656,Harvey Aug 2017,Other (Note in Description box),Harris County,No,72.27,2
29.7642223,-95.5687656,Harvey Aug 2017,Other (Note in Description box),Harris County,No,72.27,2
29.76415,-95.56605,Harvey Aug 2017,Other (Note in Description box),Harris County,No,72.36,4
29.76415,-95.56605,Harvey Aug 2017,Other (Note in Description box),Harris County,No,72.36,4
29.77015,-95.56317,Harvey Aug 2017,Other (Note in Description box),Harris County,No,71.6,0
29.77015,-95.56317,Harvey Aug 2017,Other (Note in Description box),Harris County,No,71.6,0
29.76845,-95.6418,Harvey Aug 2017,Other (Note in Description box),Harris County,No,82.99,4
29.76763283,-95.63736456,Harvey Aug 2017,Other (Note in Description box),Harris County,No,81.95,
29.77133324,-95.62964572,Harvey Aug 2017,Other (Note in Description box),Harris County,No,81.91,1.5
29.75787,-95.61343,Harvey Aug 2017,Other (Note in Description box),Harris County,No,78.27,
29.75787,-95.61343,Harvey Aug 2017,Other (Note in Description box),Harris County,No,78.27,
29.75220365,-95.58309638,Harvey Aug 2017,Other (Note in Description box),Harris County,No,73.92,0
29.75220365,-95.58309638,Harvey Aug 2017,Other (Note in Description box),Harris County,No,73.92,0
29.75111287,-95.56325089,Harvey Aug 2017,Other (Note in Description box),Harris County,No,71.77,0
29.75111287,-95.56325089,Harvey Aug 2017,Other (Note in Description box),Harris County,No,71.77,0
29.7509343,-95.5338715,Harvey Aug 2017,Debris,Harris County,No,65.997,0
29.8564738,-95.6358263,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,108.444,0
29.7561574,-95.5406811,Harvey Aug 2017,Debris,Harris County,No,67.764,0
29.7215318,-95.7482226,Harvey Aug 2017,Debris,Fort Bend County,No,101.261,0
29.7174529,-95.7421456,Harvey Aug 2017,Debris,Fort Bend County,No,101.136,0
29.7228372,-95.7407554,Harvey Aug 2017,Debris,Fort Bend County,No,101.283,0
29.7518603,-95.3187859,Harvey Aug 2017,Debris,Harris County,No,20.385,0
29.8361779,-95.6434775,Harvey Aug 2017,Debris,Harris County,No,107.739,0
29.7591805,-95.7038749,Harvey Aug 2017,Debris,Harris County,No,100.258,0
29.7587395,-95.7038892,Harvey Aug 2017,Debris,Harris County,No,101.277,0
29.8574348,-95.6345739,Harvey Aug 2017,Stain line,Harris County,No,108.766,0
29.8482782,-95.6357312,Harvey Aug 2017,Debris,Harris County,No,108.584,0
29.747479,-95.5335191,Harvey Aug 2017,Debris,Harris County,No,65.871,0
29.7757536,-95.6856067,Harvey Aug 2017,Debris,Harris County,No,100.548,0
29.8065917,-95.6870522,Harvey Aug 2017,Debris,Harris County,No,108.722,0
29.8571668,-95.6221201,Harvey Aug 2017,Debris,Harris County,No,108.746,0
29.8531734,-95.634546,Harvey Aug 2017,Debris,Harris County,No,109.089,0
29.7110803,-95.7521853,Harvey Aug 2017,Debris,Fort Bend County,No,100.629,0
29.7237439,-95.755842,Harvey Aug 2017,Debris,Fort Bend County,No,101.423,0
29.8595402,-95.6327326,Harvey Aug 2017,Debris,Harris County,No,108.423,0
29.7647365,-95.3610239,Harvey Aug 2017,Debris,Harris County,No,35.261,0
29.7278543,-95.7532918,Harvey Aug 2017,Debris,Fort Bend County,No,101.359,0
29.8464066,-95.6094677,Harvey Aug 2017,Debris,Harris County,No,108.809,0
29.7182148,-95.7516996,Harvey Aug 2017,Debris,Fort Bend County,No,100.827,0
30.1139687,-95.6295052,Harvey Aug 2017,Debris,Harris County,No,109.041,0
29.7216864,-95.7579435,Harvey Aug 2017,Debris,Fort Bend County,No,101.182,0
29.7089818,-95.7623468,Harvey Aug 2017,Present at peak (direct observation),Fort Bend County,No,101.214,0
29.7442646,-95.7265949,Harvey Aug 2017,Debris,Harris County,No,101.434,0
29.7623686,-95.4014261,Harvey Aug 2017,Debris,Harris County,No,41.99,0
29.8442665,-95.5924901,Harvey Aug 2017,Debris,Harris County,No,108.811,0
29.7161555,-95.7549578,Harvey Aug 2017,Debris,Fort Bend County,No,101.219,0
29.8588542,-95.6266172,Harvey Aug 2017,Debris,Harris County,No,108.972,0
29.7628958,-95.5013768,Harvey Aug 2017,Debris,Harris County,No,57.313,0
29.7724485,-95.4850947,Harvey Aug 2017,Debris,Harris County,No,66.306,0
29.8063565,-95.6856315,Harvey Aug 2017,Stain line,Harris County,No,107.993,0
29.8472671,-95.5991301,Harvey Aug 2017,Debris,Harris County,No,108.978,0
29.7481449,-95.7181824,Harvey Aug 2017,Debris,Harris County,No,101.25,0
29.8588402,-95.6293538,Harvey Aug 2017,Debris,Harris County,No,108.993,0
29.8063423,-95.6888667,Harvey Aug 2017,Debris,Harris County,No,108.869,2.07
29.8166121,-95.6637817,Harvey Aug 2017,Debris,Harris County,No,108.137,0
29.7714056,-95.4775577,Harvey Aug 2017,Debris,Harris County,No,56.355,0
29.7471929,-95.5111035,Harvey Aug 2017,Debris,Harris County,No,61.86,0
29.7619026,-95.7084338,Harvey Aug 2017,Debris,Harris County,No,100.673,0
29.8444673,-95.5940274,Harvey Aug 2017,Debris,Harris County,No,108.401,0
29.7758871,-95.6922466,Harvey Aug 2017,Debris,Harris County,No,101.121,0
29.8447826,-95.597622,Harvey Aug 2017,Debris,Harris County,No,108.723,0
29.8367039,-95.6516024,Harvey Aug 2017,Debris,Harris County,No,109.077,0
29.8334746,-95.6518611,Harvey Aug 2017,Debris,Harris County,No,109.04,0
29.7159488,-95.7498363,Harvey Aug 2017,Debris,Fort Bend County,No,101.119,0
29.8297292,-95.6520121,Harvey Aug 2017,Debris,Harris County,No,108.209,0
29.7617524,-95.5493262,Harvey Aug 2017,Debris,Harris County,No,69.279,0
29.8391396,-95.6401413,Harvey Aug 2017,Debris,Harris County,No,107.882,0
29.830692,-95.645964,Harvey Aug 2017,Debris,Harris County,No,108.37,0
29.7630369,-95.5497408,Harvey Aug 2017,Debris,Harris County,No,69.326,0
29.853861,-95.6340715,Harvey Aug 2017,Debris,Harris County,No,108.402,0
29.7558159,-95.4501597,Harvey Aug 2017,Debris,Harris County,No,45.732,0
29.8421039,-95.6043179,Harvey Aug 2017,Debris,Harris County,No,108.643,0
29.7234793,-95.7504989,Harvey Aug 2017,Debris,Fort Bend County,No,101.287,0
29.8002544,-95.6883251,Harvey Aug 2017,Debris,Harris County,No,108.916,0
29.8417162,-95.6044238,Harvey Aug 2017,Debris,Harris County,No,108.979,0
29.8634823,-95.6215422,Harvey Aug 2017,Debris,Harris County,No,108.502,0
29.7231545,-95.7537222,Harvey Aug 2017,Debris,Fort Bend County,No,101.224,0
29.7629016,-95.3666066,Harvey Aug 2017,Debris,Harris County,No,39.143,0
29.7634909,-95.3806367,Harvey Aug 2017,Debris,Harris County,No,40.862,0
29.8306109,-95.6609084,Harvey Aug 2017,Debris,Harris County,No,108.263,0
29.7511152,-95.7180358,Harvey Aug 2017,Debris,Harris County,No,102.196,0
29.8505348,-95.592372,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,107.132,0
29.7316044,-95.7338117,Harvey Aug 2017,Debris,Fort Bend County,No,101.242,0
29.8620872,-95.6444092,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,108.763,0
29.7261214,-95.7432969,Harvey Aug 2017,Debris,Fort Bend County,No,101.158,0
29.7100895,-95.7417378,Harvey Aug 2017,Debris,Fort Bend County,No,101.431,0
29.7553727,-95.5438754,Harvey Aug 2017,Debris,Harris County,No,67.28,0
29.8446182,-95.6315658,Harvey Aug 2017,Debris,Harris County,No,108.422,0
29.7558818,-95.5427697,Harvey Aug 2017,Debris,Harris County,No,66.921,0
29.7569873,-95.5073338,Harvey Aug 2017,Debris,Harris County,No,59.55,0
29.7538349,-95.5070211,Harvey Aug 2017,Debris,Harris County,No,56.531,0
29.7130158,-95.7372842,Harvey Aug 2017,Debris,Fort Bend County,No,101.111,0
29.7644565,-95.4597795,Harvey Aug 2017,Debris,Harris County,No,47.729,0
29.7485686,-95.5035486,Harvey Aug 2017,Debris,Harris County,No,60.417,0
29.7100895,-95.7417378,Harvey Aug 2017,Debris,Fort Bend County,No,101.084,0
29.8663531,-95.6280171,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,108.824,0
29.7636001,-95.3577872,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,9.365,
29.7631891,-95.3673687,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,16.374,
29.7597673,-95.3288035,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,4.742,
29.7561089,-95.3200331,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,3.854,
29.761923,-95.3433177,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,5.484,
29.7654572,-95.3519555,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,9.482,
29.7630497,-95.3574424,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,7.781,
29.7261214,-95.7432969,Harvey Aug 2017,Debris,Fort Bend County,No,100.579,
29.7576711,-95.4208237,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,42.4,0
29.7574894,-95.4169893,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,44,0
29.7577318,-95.4203312,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,44.1,0
29.7574005,-95.4166876,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,41.1,0
29.7577854,-95.4205065,Harvey Aug 2017,Present at peak (direct observation),Harris County,No,44.1,0
