latitude,longitude,eventName,hwmTypeName,countyName,sitePermHousing,elev_ft,height_above_gnd
30.6957,-93.81221,Harvey Aug 2017,Seed line,Newton County,No,96.6,1.82
30.69566,-93.81288,Harvey Aug 2017,Seed line,Newton County,No,94.2,1.45
30.73445,-93.82475,Harvey Aug 2017,Seed line,Newton County,No,112.5,4.41
30.73897,-93.82513,Harvey Aug 2017,Seed line,Newton County,No,113.9,6.19
30.66746,-93.89401,Harvey Aug 2017,Seed line,Jasper County,No,104.1,2.99
30.6683,-93.89407,Harvey Aug 2017,Seed line,Jasper County,No,105.6,3.31
30.73906,-93.92564,Harvey Aug 2017,Seed line,Jasper County,No,150,5.34
30.66544,-93.89466,Harvey Aug 2017,Seed line,Jasper County,No,103.7,2.99
30.66746,-93.89401,Harvey Aug 2017,Seed line,Jasper County,No,103.3,2.33
30.73028,-93.92542,Harvey Aug 2017,Seed line,Jasper County,No,151.2,4.88
30.66783,-93.89297,Harvey Aug 2017,Seed line,Jasper County,No,111,3.74
31.01465,-94.16116,Harvey Aug 2017,Stain line,Jasper County,No,91.1593,0
30.68154,-93.9153,Harvey Aug 2017,Seed line,Jasper County,No,110.1,4.28
29.792514,-94.423041,Harvey Aug 2017,Debris,Chambers County,No,23.61,
30.94196,-94.11547,Harvey Aug 2017,Other (Note in Description box),Jasper County,No,143.729,0
30.384039,-95.477938,Harvey Aug 2017,Debris,Montgomery County,No,255.067,1.25
30.259478,-95.4951,Harvey Aug 2017,Seed line,Montgomery County,No,133.327,4.51
30.142,-95.1861,Harvey Aug 2017,Seed line,Montgomery County,No,76.96,4.66
29.65429,-95.31498,Harvey Aug 2017,Debris,Harris County,No,34.075,0
29.65429,-95.31498,Harvey Aug 2017,Debris,Harris County,No,26.168,0
29.65429,-95.31498,Harvey Aug 2017,Seed line,Harris County,No,32.648,1.89
29.63846,-95.33062,Harvey Aug 2017,Debris,Harris County,No,36.13,0
29.63709,-95.33008,Harvey Aug 2017,Debris,Harris County,No,37.06,0
29.63809,-95.33004,Harvey Aug 2017,Debris,Harris County,No,36.45,0
29.6202,-95.33121,Harvey Aug 2017,Debris,Harris County,No,43.366,0
29.64962,-95.84928,Harvey Aug 2017,Debris,Fort Bend County,No,100.8,0
29.64962,-95.84928,Harvey Aug 2017,Mud,Fort Bend County,No,99.1,
29.64962,-95.84928,Harvey Aug 2017,Debris,Fort Bend County,No,99.5,0
29.64575,-95.36591,Harvey Aug 2017,Debris,Harris County,No,40.289,0
29.63794,-95.37592,Harvey Aug 2017,Debris,Harris County,No,42.461,0
29.63774,-95.37585,Harvey Aug 2017,Debris,Harris County,No,43.504,0
29.63756,-95.37595,Harvey Aug 2017,Debris,Harris County,No,42.992,0
29.62695,-95.40689,Harvey Aug 2017,Debris,Harris County,No,47.762,0
29.62684,-95.40698,Harvey Aug 2017,Debris,Harris County,No,47.07,0
29.62657,-95.40714,Harvey Aug 2017,Debris,Harris County,No,47.274,0
29.64094,-95.42226,Harvey Aug 2017,Debris,Harris County,No,50.121,0
29.64063,-95.42219,Harvey Aug 2017,Seed line,Harris County,No,50.266,0.31
29.64087,-95.42197,Harvey Aug 2017,Debris,Harris County,No,49.081,0
29.61975,-95.42886,Harvey Aug 2017,Debris,Harris County,No,48.648,0
29.61986,-95.42844,Harvey Aug 2017,Debris,Harris County,No,48.383,0
29.61013,-95.44179,Harvey Aug 2017,Seed line,Harris County,No,55.797,0.7
29.61002,-95.44185,Harvey Aug 2017,Seed line,Harris County,No,55.869,1.58
29.61009,-95.44193,Harvey Aug 2017,Seed line,Harris County,No,56.338,0.8
29.62149,-95.47057,Harvey Aug 2017,Debris,Harris County,No,50.085,0
29.62159,-95.47057,Harvey Aug 2017,Debris,Harris County,No,49.521,5.36
29.62171,-95.4707,Harvey Aug 2017,Debris,Harris County,No,49.221,5.08
29.665,-95.198,Harvey Aug 2017,Debris,Harris County,No,28.79,0
29.9379,-95.08197,Harvey Aug 2017,Debris,Harris County,No,49.42,4.52
29.93791,-95.08195,Harvey Aug 2017,Seed line,Harris County,No,49.74,4.55
29.63086,-95.71703,Harvey Aug 2017,Debris,Fort Bend County,No,80.2,0
29.04303273,-96.46805556,Harvey Aug 2017,Mud,Jackson County,No,47.066,2.2
29.07928636,-96.56805556,Harvey Aug 2017,Other (Note in Description box),Jackson County,No,50.916,
29.07928636,-96.56805556,Harvey Aug 2017,Debris,Jackson County,No,50.685,
30.16346,-94.31731,Harvey Aug 2017,Seed line,Hardin County,No,31.453,6.2
30.16346,-94.31731,Harvey Aug 2017,Seed line,Hardin County,No,30.371,7.22
30.1447,-94.27252,Harvey Aug 2017,Seed line,Jefferson County,No,29.117,
30.16291,-94.27411,Harvey Aug 2017,Stain line,Jefferson County,No,33.199,
30.16925,-94.22712,Harvey Aug 2017,Debris,Jefferson County,No,31.263,
29.48612,-96.70246,Harvey Aug 2017,Debris,Colorado County,No,229.72,
30.242584,-95.417175,Harvey Aug 2017,Seed line,Montgomery County,No,121.789,2.24
30.241294,-95.42323,Harvey Aug 2017,Seed line,Montgomery County,No,122.047,7
30.240695,-95.424883,Harvey Aug 2017,Seed line,Montgomery County,No,122.021,8.62
30.24204,-95.425624,Harvey Aug 2017,Seed line,Montgomery County,No,122.084,6.92
30.213013,-95.413561,Harvey Aug 2017,Debris,Montgomery County,No,114.431,2.1
30.216743,-95.417623,Harvey Aug 2017,Seed line,Montgomery County,No,116.468,4.78
30.217054,-95.416503,Harvey Aug 2017,Seed line,Montgomery County,No,116.538,4.7
30.217115,-95.416457,Harvey Aug 2017,Seed line,Montgomery County,No,116.472,4.9
30.178452,-95.366393,Harvey Aug 2017,Seed line,Montgomery County,No,103.087,8.11
30.185567,-95.377187,Harvey Aug 2017,Other (Note in Description box),Montgomery County,No,104.439,5.85
30.176284,-95.366456,Harvey Aug 2017,Other (Note in Description box),Montgomery County,No,102.565,2.7
30.028664,-95.235922,Harvey Aug 2017,Seed line,Harris County,No,66.164,9.63
30.72749,-93.51185,Harvey Aug 2017,Seed line,Beauregard Parish,No,106.22,4.8
30.029954,-95.238409,Harvey Aug 2017,Other (Note in Description box),Harris County,No,65.59,7.5
30.023662,-95.265898,Harvey Aug 2017,Seed line,Harris County,No,71.258,4.8
30.023662,-95.265898,Harvey Aug 2017,Other (Note in Description box),Harris County,No,71.197,6.17
30.72598,-93.56006,Harvey Aug 2017,Seed line,Beauregard Parish,No,72.77,0.4
29.17152,-97.112414,Harvey Aug 2017,Debris,De Witt County,No,208.264,0
29.157459,-96.875907,Harvey Aug 2017,Seed line,Lavaca County,No,115.378,4.9
29.174794,-96.985475,Harvey Aug 2017,Other (Note in Description box),Lavaca County,No,158.035,0
29.063781,-96.795654,Harvey Aug 2017,Debris,Jackson County,No,77.258,3
29.066856,-96.798724,Harvey Aug 2017,Debris,Jackson County,No,78.318,1.52
29.091782,-96.827698,Harvey Aug 2017,Debris,Jackson County,No,87.163,7.18
29.093381,-96.986557,Harvey Aug 2017,Other (Note in Description box),Victoria County,No,144.598,0
29.093447,-96.986455,Harvey Aug 2017,Debris,Victoria County,No,143.97,2.66
29.818185,-97.25168,Harvey Aug 2017,Debris,Fayette County,No,390.962,1.9
29.777895,-97.431483,Harvey Aug 2017,Debris,Caldwell County,No,447.105,0
29.761046,-97.31221,Harvey Aug 2017,Debris,Gonzales County,No,379.535,1.65
29.727932,-97.278143,Harvey Aug 2017,Debris,Gonzales County,No,347.858,2.08
29.695767,-97.306211,Harvey Aug 2017,Debris,Gonzales County,No,366.334,0
29.680021,-97.182289,Harvey Aug 2017,Debris,Gonzales County,No,327.797,0
29.680191,-97.438932,Harvey Aug 2017,Debris,Gonzales County,No,358.861,0
29.632074,-97.341058,Harvey Aug 2017,Debris,Gonzales County,No,304.162,0
29.638696,-97.231939,Harvey Aug 2017,Debris,Gonzales County,No,292.117,1.85
29.593729,-97.299389,Harvey Aug 2017,Debris,Gonzales County,No,282.071,0
29.55098,-97.30753,Harvey Aug 2017,Other (Note in Description box),Gonzales County,No,268.315,1.79
29.5550912,-97.307663,Harvey Aug 2017,Debris,Gonzales County,No,268.286,2.36
30.01763,-97.05989,Harvey Aug 2017,Debris,Fayette County,No,300.853,0.5
30.71268,-93.56073,Harvey Aug 2017,Seed line,Beauregard Parish,No,75.21,3.7
30.6671,-93.58852,Harvey Aug 2017,Seed line,Beauregard Parish,No,66.59,6.5
30.62097,-93.65844,Harvey Aug 2017,Seed line,Beauregard Parish,No,58.92,6.4
30.69495,-93.59046,Harvey Aug 2017,Seed line,Beauregard Parish,No,66.18,4.3
29.45336,-96.76177,Harvey Aug 2017,Mud,Lavaca County,No,205.417,
30.72028,-94.69268,Harvey Aug 2017,Seed line,Polk County,No,217.7852,2.1
29.45467,-95.07063,Harvey Aug 2017,Mud,Galveston County,No,14.8,5.3
29.4567,-95.0362,Harvey Aug 2017,Seed line,Galveston County,No,11.61,4.23
30.17756,-94.17146,Harvey Aug 2017,Stain line,Jefferson County,No,19.44,
30.18467,-94.23502,Harvey Aug 2017,Seed line,Hardin County,No,33.258,
29.50855,-97.30788,Harvey Aug 2017,Debris,Gonzales County,No,256.977,0
29.82835,-94.94084,Harvey Aug 2017,Seed line,Harris County,No,33.31,2.56
29.8219,-94.91257,Harvey Aug 2017,Seed line,Harris County,No,30.17,5.02
29.87826,-94.99722,Harvey Aug 2017,Debris,Harris County,No,33.41,3.08
29.87952,-94.93197,Harvey Aug 2017,Debris,Chambers County,No,43.9,0
30.0086,-95.05143,Harvey Aug 2017,Seed line,Harris County,No,64.62,1.23
30.03632,-95.05484,Harvey Aug 2017,Debris,Harris County,No,71.71,4.09
30.10338,-95.00229,Harvey Aug 2017,Seed line,Liberty County,No,84.48,4.6
30.10906,-95.00622,Harvey Aug 2017,Debris,Liberty County,No,85.12,5.24
30.06479,-93.74792,Harvey Aug 2017,Mud,Orange County,No,5.7,3.19
30.06479,-93.74792,Harvey Aug 2017,Mud,Orange County,No,5.7,2.13
29.78269,-94.92503,Harvey Aug 2017,Seed line,Harris County,No,21.76,2.05
29.77266,-94.92885,Harvey Aug 2017,Debris,Harris County,No,19.25,3.7
29.76921,-94.91816,Harvey Aug 2017,Debris,Harris County,No,17.88,0
29.77758,-94.8961,Harvey Aug 2017,Debris,Chambers County,No,24.33,3.24
29.75427,-94.92711,Harvey Aug 2017,Seed line,Harris County,No,13.65,0.78
29.72314,-94.94624,Harvey Aug 2017,Seed line,Harris County,No,11.24,4.41
29.71545,-94.95363,Harvey Aug 2017,Debris,Harris County,No,13.72,2.26
29.68693,-94.91357,Harvey Aug 2017,Debris,Chambers County,No,7.05,0
29.66511,-97.6499,Harvey Aug 2017,Debris,Caldwell County,No,352.676,3.4
29.66954,-97.6987,Harvey Aug 2017,Seed line,Caldwell County,No,368.536,5.37
29.596603,-97.595701,Harvey Aug 2017,Other (Note in Description box),Gonzales County,No,320.637,2.3
29.593384,-97.587334,Harvey Aug 2017,Other (Note in Description box),Gonzales County,No,321.381,0
29.593384,-97.587334,Harvey Aug 2017,Seed line,Gonzales County,No,320.805,3.5
29.560895,-97.545385,Harvey Aug 2017,Debris,Gonzales County,No,306.483,0
29.73611,-95.28226,Harvey Aug 2017,Seed line,Harris County,No,23.63,1.69
29.73586,-95.28224,Harvey Aug 2017,Debris,Harris County,No,23.16,1.13
29.72944,-95.2663,Harvey Aug 2017,Debris,Harris County,No,25.21,0
29.72946,-95.26639,Harvey Aug 2017,Debris,Harris County,No,25.22,1.04
29.73368,-95.23009,Harvey Aug 2017,Seed line,Harris County,No,10.91,4.62
29.73368,-95.23,Harvey Aug 2017,Debris,Harris County,No,10.94,4.44
29.71516,-95.21844,Harvey Aug 2017,Debris,Harris County,No,12.5,5.06
29.71518,-95.21852,Harvey Aug 2017,Debris,Harris County,No,12.68,5.01
29.74107,-95.21214,Harvey Aug 2017,Debris,Harris County,No,11.33,4.84
29.74109,-95.2122,Harvey Aug 2017,Debris,Harris County,No,10.67,4.08
29.76214,-95.22176,Harvey Aug 2017,Seed line,Harris County,No,21.07,3.34
29.76203,-95.22176,Harvey Aug 2017,Debris,Harris County,No,20.85,3.14
29.77863,-95.22791,Harvey Aug 2017,Seed line,Harris County,No,28.25,2
29.77861,-95.22789,Harvey Aug 2017,Seed line,Harris County,No,28.07,1.77
29.78578,-95.24732,Harvey Aug 2017,Seed line,Harris County,No,32.25,1.93
29.78577,-95.24744,Harvey Aug 2017,Seed line,Harris County,No,32.18,1.72
29.79355,-95.26807,Harvey Aug 2017,Debris,Harris County,No,36.45,0
29.7936,-95.26769,Harvey Aug 2017,Debris,Harris County,No,36.27,0
29.79719,-95.27435,Harvey Aug 2017,Seed line,Harris County,No,36.58,1.23
29.79711,-95.27452,Harvey Aug 2017,Seed line,Harris County,No,36.37,0.66
29.8145,-95.27769,Harvey Aug 2017,Debris,Harris County,No,43.75,2.29
29.81442,-95.27753,Harvey Aug 2017,Seed line,Harris County,No,43.28,2.9
29.80706,-95.32912,Harvey Aug 2017,Seed line,Harris County,No,44.45,2.08
29.80705,-95.32895,Harvey Aug 2017,Seed line,Harris County,No,44.44,2.01
30.67345,-93.6792,Harvey Aug 2017,Seed line,Newton County,No,61.84,0.8
30.62632,-93.72154,Harvey Aug 2017,Seed line,Newton County,No,55.66,3.5
30.61712,-93.69891,Harvey Aug 2017,Seed line,Newton County,No,54.85,1.9
30.67204,-93.65408,Harvey Aug 2017,Seed line,Newton County,No,64.66,6.6
30.73735,-93.70081,Harvey Aug 2017,Seed line,Newton County,No,91.04,1.7
29.74489618,-94.82814509,Harvey Aug 2017,Debris,Chambers County,No,6.342,0
29.0195,-97.0535,Harvey Aug 2017,Debris,Victoria County,No,150.827,2.55
30.17773,-93.92525,Harvey Aug 2017,Seed line,Orange County,No,23.4,3.8
30.2439,-94.02206,Harvey Aug 2017,Seed line,Jasper County,No,31.7,2.5
29.00142,-97.0535,Harvey Aug 2017,Debris,Victoria County,No,151.959,152.407
29.00127,-97.0537,Harvey Aug 2017,Debris,Victoria County,No,152.063,152.063
28.962,-96.98976,Harvey Aug 2017,Seed line,Victoria County,No,121.651,0
28.96189,-96.98932,Harvey Aug 2017,Debris,Victoria County,No,120.577,120.547
28.93428,-96.9234,Harvey Aug 2017,Debris,Victoria County,No,92.235,4.95
28.93472,-96.92254,Harvey Aug 2017,Debris,Victoria County,No,92.317,2.18
29.86057,-96.81032,Harvey Aug 2017,Seed line,Fayette County,No,48.161,4.22
29.86042,-96.81332,Harvey Aug 2017,Seed line,Fayette County,No,50.346,5.7
28.8546,-96.76814,Harvey Aug 2017,Seed line,Victoria County,No,32.832,0.52
28.85472,-96.76812,Harvey Aug 2017,Seed line,Victoria County,No,33.044,0.98
28.83417,-96.92284,Harvey Aug 2017,Other (Note in Description box),Victoria County,No,93.362,0
28.8341,-96.92288,Harvey Aug 2017,Other (Note in Description box),Victoria County,No,93.232,0
30.193743,-95.394881,Harvey Aug 2017,Seed line,Montgomery County,No,107.671,6.2
27.8914444,-97.237333,Harvey Aug 2017,Debris,San Patricio County,No,19.005,
27.8848333,-97.1541944,Harvey Aug 2017,Debris,San Patricio County,No,3.625,
27.83755,-97.21978,Harvey Aug 2017,Debris,San Patricio County,No,4.592,
30.1436,-95.11203,Harvey Aug 2017,Seed line,Harris County,No,80.073,0.4
30.1436,-95.11203,Harvey Aug 2017,Debris,Harris County,No,80.026,0
29.82496,-96.34176,Harvey Aug 2017,Seed line,Colorado County,No,253.27,
29.82444,-96.34243,Harvey Aug 2017,Other (Note in Description box),Colorado County,No,253.08,
29.77458,-96.37673,Harvey Aug 2017,Seed line,Austin County,No,255.91,
29.77985,-96.31662,Harvey Aug 2017,Debris,Colorado County,No,227.31,
29.77988,-96.31432,Harvey Aug 2017,Seed line,Colorado County,No,228.14,
29.75124,-96.2974,Harvey Aug 2017,Mud,Austin County,No,213.83,
29.74953,-96.29592,Harvey Aug 2017,Mud,Austin County,No,214.03,
29.67496,-96.26756,Harvey Aug 2017,Debris,Colorado County,No,178.16,
29.7029,-96.19885,Harvey Aug 2017,Debris,Austin County,No,172.1,
29.7019,-96.19994,Harvey Aug 2017,Debris,Austin County,No,172.44,
29.66113,-96.24314,Harvey Aug 2017,Debris,Colorado County,No,169.56,
29.65916,-96.24536,Harvey Aug 2017,Mud,Colorado County,No,169.51,
29.62217,-96.22569,Harvey Aug 2017,Debris,Colorado County,No,156.53,
29.62384,-96.22586,Harvey Aug 2017,Debris,Colorado County,No,156.79,
29.6297,-96.14496,Harvey Aug 2017,Seed line,Wharton County,No,141.59,
29.6221,-96.14633,Harvey Aug 2017,Other (Note in Description box),Wharton County,No,141.43,
29.6018,-96.0897,Harvey Aug 2017,Debris,Wharton County,No,127.97,
29.6018,-96.0897,Harvey Aug 2017,Mud,Wharton County,No,128.35,
30.0362,-94.14828,Harvey Aug 2017,Seed line,Jefferson County,No,13.17,0.9
29.919934,-94.162808,Harvey Aug 2017,Seed line,Jefferson County,No,14.89,2
29.92819,-94.110616,Harvey Aug 2017,Seed line,Jefferson County,No,9.85,1.8
30.06345,-94.2177,Harvey Aug 2017,Debris,Jefferson County,No,26.34,0
30.06013,-94.165,Harvey Aug 2017,Seed line,Jefferson County,No,20.02,3.4
30.060095,-94.165041,Harvey Aug 2017,Seed line,Jefferson County,No,20,3.3
28.82832,-96.74186,Harvey Aug 2017,Seed line,Victoria County,No,20.089,2.1
28.82839,-96.74178,Harvey Aug 2017,Debris,Victoria County,No,19.887,2.75
28.82848,-96.74197,Harvey Aug 2017,Seed line,Victoria County,No,20.284,3.84
28.81402,-96.8667,Harvey Aug 2017,Vegetation line,Victoria County,No,67.484,0
28.81388,-96.8275,Harvey Aug 2017,Vegetation line,Victoria County,No,66.032,0
29.92954,-94.16296,Harvey Aug 2017,Stain line,Jefferson County,No,10.82,0
30.0673,-94.15696,Harvey Aug 2017,Seed line,Jefferson County,No,17.11,1.1
30.05554,-94.142,Harvey Aug 2017,Seed line,Jefferson County,No,14.98,2.8
30.08911,-94.16404,Harvey Aug 2017,Debris,Jefferson County,No,22.15,0
29.781228,-95.613876,Harvey Aug 2017,Seed line,Harris County,No,80.45,3.4
29.92373,-95.58727,Harvey Aug 2017,Seed line,Harris County,No,115.8,4.9
29.88749,-95.5557,Harvey Aug 2017,Debris,Harris County,No,97.49,0
29.88837,-95.57372,Harvey Aug 2017,Seed line,Harris County,No,102.54,1.2
29.86061,-95.52413,Harvey Aug 2017,Debris,Harris County,No,86.04,0
29.88709,-95.5325,Harvey Aug 2017,Seed line,Harris County,No,94.68,4
29.876836,-95.524423,Harvey Aug 2017,Seed line,Harris County,No,90.36,0
29.76639,-95.57567,Harvey Aug 2017,Seed line,Harris County,No,73.53,0.6
29.75367,-95.54056,Harvey Aug 2017,Seed line,Harris County,No,67.76,2
29.88312,-95.46774,Harvey Aug 2017,Debris,Harris County,No,77.82,0
29.86273,-95.46898,Harvey Aug 2017,Seed line,Harris County,No,75.02,1.9
29.83264,-95.45286,Harvey Aug 2017,Seed line,Harris County,No,65.5,1.8
29.826044,-95.481466,Harvey Aug 2017,Seed line,Harris County,No,70.8,1.1
29.81895,-95.44712,Harvey Aug 2017,Seed line,Harris County,No,60.2,2.1
29.808707,-95.440206,Harvey Aug 2017,Seed line,Harris County,No,57.46,0
29.78994,-95.41794,Harvey Aug 2017,Seed line,Harris County,No,52.82,1.1
29.77885,-95.38457,Harvey Aug 2017,Seed line,Harris County,No,41.3,1
29.81918,-95.37962,Harvey Aug 2017,Seed line,Harris County,No,56.68,2.4
29.838228,-95.396206,Harvey Aug 2017,Stain line,Harris County,No,64.29,1.6
29.853394,-95.409506,Harvey Aug 2017,Seed line,Harris County,No,73.5,1.4
29.77798,-95.48255,Harvey Aug 2017,Seed line,Harris County,No,54.87,1.9
29.760998,-95.427245,Harvey Aug 2017,Seed line,Harris County,No,45.52,3.7
29.764779,-95.366213,Harvey Aug 2017,Debris,Harris County,No,33.66,0
28.80626,-96.81519,Harvey Aug 2017,Debris,Victoria County,No,59.397,2.85
28.80662,-96.8152,Harvey Aug 2017,Debris,Victoria County,No,59.497,2.53
28.78826,-95.99657,Harvey Aug 2017,Other (Note in Description box),Matagorda County,No,19.256,2.95
28.7878,-95.99624,Harvey Aug 2017,Debris,Matagorda County,No,19.462,0
28.78684,-96.02223,Harvey Aug 2017,Debris,Matagorda County,No,17.822,0
28.78684,-96.02223,Harvey Aug 2017,Debris,Matagorda County,No,17.564,0
30.16515,-97.20288,Harvey Aug 2017,Seed line,Bastrop County,No,444.665,0
30.164955,-97.20311,Harvey Aug 2017,Vegetation line,Bastrop County,No,444.62,0
28.73288,-96.11115,Harvey Aug 2017,Debris,Matagorda County,No,13.335,2.93
28.68833,-96.11913,Harvey Aug 2017,Stain line,Matagorda County,No,8.954,3.81
28.68833,-96.11913,Harvey Aug 2017,Mud,Matagorda County,No,8.708,4.53
28.67004,-95.96484,Harvey Aug 2017,Debris,Matagorda County,No,3.818,0
28.67027,-95.96484,Harvey Aug 2017,Debris,Matagorda County,No,3.971,0
28.67048,-95.96498,Harvey Aug 2017,Debris,Matagorda County,No,3.449,0
30.06575,-97.29154,Harvey Aug 2017,Debris,Bastrop County,No,320.212,4.88
30.06563,-97.29144,Harvey Aug 2017,Debris,Bastrop County,No,322.197,0
28.61106,-96.214,Harvey Aug 2017,Debris,Matagorda County,No,4.912,1.72
28.61086,-96.21506,Harvey Aug 2017,Debris,Matagorda County,No,5.391,3.07
28.61093,-96.21428,Harvey Aug 2017,Debris,Matagorda County,No,5.858,3.34
29.56698,-96.04893,Harvey Aug 2017,Debris,Fort Bend County,No,122.127,1.632
29.56698,-96.04893,Harvey Aug 2017,Seed line,Fort Bend County,No,119.236,3.87
29.5064,-96.03574,Harvey Aug 2017,Seed line,Wharton County,No,110.24,2.43
29.50628,-96.03464,Harvey Aug 2017,Debris,Wharton County,No,110.159,0
29.45532,-96.13736,Harvey Aug 2017,Other (Note in Description box),Wharton County,No,110.69,0
29.45532,-96.13736,Harvey Aug 2017,Other (Note in Description box),Wharton County,No,110.29,0
29.42752,-96.14964,Harvey Aug 2017,Seed line,Wharton County,No,108.87,0
29.42752,-96.14964,Harvey Aug 2017,Debris,Wharton County,No,108.64,0
30.06782,-97.21942,Harvey Aug 2017,Debris,Bastrop County,No,335.482,0
30.06769,-97.21901,Harvey Aug 2017,Debris,Bastrop County,No,335.984,0.55
30.04927,-97.2024,Harvey Aug 2017,Seed line,Bastrop County,No,308.509,0.46
30.04942,-97.2023,Harvey Aug 2017,Seed line,Bastrop County,No,308.591,1.19
29.40114,-96.07048,Harvey Aug 2017,Debris,Wharton County,No,92.07,4.09
29.40114,-96.07037,Harvey Aug 2017,Debris,Wharton County,No,92.43,3.26
29.401,-96.07046,Harvey Aug 2017,Debris,Wharton County,No,92.27,1.84
30.04961,-97.20206,Harvey Aug 2017,Debris,Bastrop County,No,308.307,0.521
30.04476,-97.18612,Harvey Aug 2017,Debris,Bastrop County,No,318.709,6.399
30.04547,-97.18628,Harvey Aug 2017,Debris,Bastrop County,No,317.727,5.36
30.04544,-97.18625,Harvey Aug 2017,Debris,Bastrop County,No,318.158,2.51
29.34652,-95.91731,Harvey Aug 2017,Present at peak (direct observation),Fort Bend County,No,79.84,0
29.34105,-96.01014,Harvey Aug 2017,Debris,Wharton County,No,89.1,6.52
29.341604,-96.01168,Harvey Aug 2017,Seed line,Wharton County,No,88.91,3.7
30.32141,-95.04375,Harvey Aug 2017,Debris,Liberty County,No,231.537,
30.35497,-95.0524,Harvey Aug 2017,Other (Note in Description box),Liberty County,No,148.6,8
30.06112,-95.13171,Harvey Aug 2017,Seed line,Harris County,No,55.172,2.35
30.06727,-95.09903,Harvey Aug 2017,Seed line,Harris County,No,56.807,2.8
29.3415,-96.01173,Harvey Aug 2017,Seed line,Wharton County,No,89.174,3.82
29.34174,-96.01194,Harvey Aug 2017,Seed line,Wharton County,No,88.93,3.3
30.03746,-97.22613,Harvey Aug 2017,Debris,Bastrop County,No,312.015,
30.03746,-97.22617,Harvey Aug 2017,Debris,Bastrop County,No,311.49,0
30.02136,-97.14353,Harvey Aug 2017,Debris,Bastrop County,No,298.102,3.8
30.0212,-97.14413,Harvey Aug 2017,Debris,Bastrop County,No,298.94,3.08
30.02195,-97.14287,Harvey Aug 2017,Seed line,Bastrop County,No,298.998,4.02
30.01272,-97.15749,Harvey Aug 2017,Debris,Bastrop County,No,301.656,0
30.01273,-97.1526,Harvey Aug 2017,Debris,Bastrop County,No,302.007,0
30.0099,-97.16535,Harvey Aug 2017,Debris,Bastrop County,No,303.135,0
30.00978,-97.16489,Harvey Aug 2017,Debris,Bastrop County,No,302.817,0
30.00816,-97.09509,Harvey Aug 2017,Debris,Bastrop County,No,305.083,0
29.54596,-94.78639,Harvey Aug 2017,Debris,Chambers County,No,3.902,0
30.00774,-97.25126,Harvey Aug 2017,Stain line,Bastrop County,No,316.562,0
30.00773,-97.25155,Harvey Aug 2017,Stain line,Bastrop County,No,316.53,0
29.9982,-97.09344,Harvey Aug 2017,Other (Note in Description box),Bastrop County,No,291.703,0
29.99831,-97.09348,Harvey Aug 2017,Other (Note in Description box),Bastrop County,No,291.634,0
29.81618,-97.20365,Harvey Aug 2017,Seed line,Fayette County,No,376.71,1.15
29.98737,-97.12135,Harvey Aug 2017,Debris,Bastrop County,No,299.76,0.55
29.98776,-97.11993,Harvey Aug 2017,Debris,Bastrop County,No,301.692,0
29.98737,-97.11993,Harvey Aug 2017,Debris,Bastrop County,No,299.515,0
29.96955,-97.07497,Harvey Aug 2017,Debris,Fayette County,No,288.985,4.84
29.96951,-97.07524,Harvey Aug 2017,Debris,Fayette County,No,287.398,1.89
29.96951,-97.0754,Harvey Aug 2017,Debris,Fayette County,No,288.895,0
29.96104,-97.09184,Harvey Aug 2017,Seed line,Fayette County,No,287.084,0
29.96096,-97.09205,Harvey Aug 2017,Seed line,Fayette County,No,285.83,4.01
29.96147,-97.0922,Harvey Aug 2017,Seed line,Fayette County,No,291.001,0
29.79388,-96.69297,Harvey Aug 2017,Mud,Colorado County,No,224.529,0.8
29.42454,-96.94007,Harvey Aug 2017,Seed line,Lavaca County,No,215.5,3.65
28.91201,-97.08607,Harvey Aug 2017,Debris,Victoria County,No,120,0
28.89728,-97.13733,Harvey Aug 2017,Mud,Victoria County,No,101.12,0
29.05992,-97.32805,Harvey Aug 2017,Mud,DeWitt County,No,166.5,0
29.43831,-95.06822,Harvey Aug 2017,Stain line,Galveston County,No,16.74,5.34
30.09666,-95.99827,Harvey Aug 2017,Debris,Waller County,No,225.28,6.79
30.09667,-95.99802,Harvey Aug 2017,Seed line,Waller County,No,227.38,5.23
30.14811,-95.9446,Harvey Aug 2017,Debris,Waller County,No,276.28,3.61
30.844218,-93.567081,Harvey Aug 2017,Mud,Beauregard Parish,No,82.31,5.02
30.826125,-93.651005,Harvey Aug 2017,Debris,Newton County,No,117.474,0
30.741645,-93.655255,Harvey Aug 2017,Debris,Newton County,No,82.33,3.28
29.818894,-97.360948,Harvey Aug 2017,Debris,Caldwell County,No,453.767,2.25
29.846791,-95.605332,Harvey Aug 2017,Mud,Harris County,No,109.012,1.8
29.847128,-95.59905,Harvey Aug 2017,Mud,Harris County,No,108.953,3.5
29.863403,-95.621546,Harvey Aug 2017,Seed line,Harris County,No,108.883,1.8
29.762384,-95.401454,Harvey Aug 2017,Seed line,Harris County,No,41.717,2.5
29.762384,-95.401454,Harvey Aug 2017,Seed line,Harris County,No,42.752,3
29.847128,-95.59905,Harvey Aug 2017,Seed line,Harris County,No,109.229,1.5
29.710604,-95.729922,Harvey Aug 2017,Seed line,Fort Bend County,No,101.23,3.5
29.7703,-95.6433,Harvey Aug 2017,Other (Note in Description box),Harris County,No,78.34,
